Wells;SampleID;Zones;Porosity;Permeability_Kl;Rt_Sw100;FF;Temp;Rw;Salinity;Condition;Rock Pressure;Pore Pressure
3PO;25410-18;AC12;16.79967269;2.274;10.14847414;26.71353847;20;0.379900033;17.6;AC;;
3PO;25411-18;AC12;15.8832044;2.965;10.5775858;27.84307682;20;0.379900033;17.6;AC;;
3PO;25412-18;AC12;15.84419316;1.891;11.30667067;29.76222609;20;0.379900033;17.6;AC;;
3PO;25413-18;AC12;16.28320726;1.478;10.52467902;27.70381182;20;0.379900033;17.6;AC;;
3PO;25414-18;AC12;15.95419443;1.349;10.83800858;28.52858026;20;0.379900033;17.6;AC;;
3PO;25415-18;AC12;16.32228669;1.647;9.845604117;25.91630235;20;0.379900033;17.6;AC;;
3PO;25416-18;AC12;16.35669918;1.094;10.40539409;27.38982151;20;0.379900033;17.6;AC;;
3PO;25417-18;AC12;16.35792237;1.05;10.68096583;28.11520113;20;0.379900033;17.6;AC;;
3PO;25418-18;AC12;16.00126056;1.175;10.23481816;26.94081936;20;0.379900033;17.6;AC;;
3PO;25419-18;AC12;15.72009941;0.833;10.44610658;27.49698783;20;0.379900033;17.6;AC;;
8PO;24699-18;AC12;12.03665451;0.264;17.47009286;45.98602617;20;0.379900033;17.6;AC;;
8PO;24700-18;AC12;9.615189717;0.216;24.72433054;65.08114871;20;0.379900033;17.6;AC;;
8PO;24756-18;AC12;14.60176991;2.291;12.96062795;34.11589057;20;0.379900033;17.6;AC;;
8PO;24757-18;AC12;14.17313955;2.018;12.91524575;33.99643229;20;0.379900033;17.6;AC;;
8PO;24758-18;AC12;14.26353291;1.161;13.07260288;34.41063898;20;0.379900033;17.6;AC;;
8PO;24759-18;AC12;13.23542805;0.879;15.27922384;40.21906427;20;0.379900033;17.6;AC;;
8PO;24760-18;AC12;16.23859043;2.03;10.50107084;27.64166868;20;0.379900033;17.6;AC;;
8PO;24761-18;AC12;14.3462274;0.973;13.43561008;35.36617244;20;0.379900033;17.6;AC;;
8PO;24762-18;AC12;14.83180009;1.133;12.61673857;33.21068038;20;0.379900033;17.6;AC;;
8PO;24763-18;AC12;15.63326129;1.254;11.10462743;29.23039343;20;0.379900033;17.6;AC;;
8PO;24764-18;AC12;15.42120966;0.836;11.09151835;29.19588677;20;0.379900033;17.6;AC;;
8PO;24765-18;AC12;13.21736207;0.645;14.34494838;37.75979767;20;0.379900033;17.6;AC;;
8PO;24766-18;AC12;15.82536777;0.769;11.58967212;30.50716273;20;0.379900033;17.6;AC;;
1PO;29697-17;AC11;13.53783636;1.332;13.75550365;36.20821916;20;0.379900033;17.6;AC;;
1PO;29698-17;AC11;15.40473259;1.422;11.66970396;30.71782824;20;0.379900033;17.6;AC;;
1PO;29699-17;AC11;13.51330509;1.194;13.56305358;35.70163833;20;0.379900033;17.6;AC;;
1PO;29700-17;AC11;14.52094458;0.834;12.43925472;32.74349472;20;0.379900033;17.6;AC;;
1PO;29701-17;AC11;12.20948002;0.273;18.02013652;47.43389038;20;0.379900033;17.6;AC;;
1PO;29702-17;AC11;15.61812603;3.278;10.15723603;26.73660214;20;0.379900033;17.6;AC;;
1PO;29703-17;AC11;16.60443106;1.227;10.35631108;27.2606217;20;0.379900033;17.6;AC;;
1PO;29704-17;AC11;15.31859816;1.021;10.92087795;28.74671494;20;0.379900033;17.6;AC;;
1PO;29705-17;AC11;14.57564411;1.876;10.11695385;26.63056849;20;0.379900033;17.6;AC;;
1PO;29706-17;AC11;17.19875299;6.2;9.190111296;24.19086733;20;0.379900033;17.6;AC;;
1PO;29707-17;AC11;7.636184395;0.103;34.04402325;89.6131095;20;0.379900033;17.6;AC;;
1PO;29710-17;AC11;16.76291786;3.778;9.198309032;24.212446;20;0.379900033;17.6;AC;;
1PO;29712-17;AC11;9.613652354;0.536;24.24154693;63.81033121;20;0.379900033;17.6;AC;;
1PO;29714-17;AC11;9.961138161;0.706;22.6053595;59.5034418;20;0.379900033;17.6;AC;;
1PO;29715-17;AC11;8.287824126;0.162;28.70212879;75.55179337;20;0.379900033;17.6;AC;;
2PO;23872-18;AC11;19.99838204;7.301;6.912313686;18.19508578;20;0.379900033;17.6;AC;;
2PO;23871-18;AC11;20.12349714;6.608;6.856608637;18.04845497;20;0.379900033;17.6;AC;;
2PO;23873-18;AC11;20.29646646;9.333;6.629663871;17.45107475;20;0.379900033;17.6;AC;;
2PO;23874-18;AC11;20.27162823;5.468;7.038110702;18.52621767;20;0.379900033;17.6;AC;;
2PO;23875-18;AC11;20.10435782;5.069;7.169376494;18.87174486;20;0.379900033;17.6;AC;;
2PO;23877-18;AC11;18.55722158;1.763;7.875024219;20.7292012;20;0.379900033;17.6;AC;;
2PO;23876-18;AC11;18.20848834;1.721;7.551887863;19.87861861;20;0.379900033;17.6;AC;;
2PO;23878-18;AC11;17.62095922;1.78;8.26233571;21.74871017;20;0.379900033;17.6;AC;;
2PO;23880-18;AC11;20.11414963;9.283;6.852568831;18.0378211;20;0.379900033;17.6;AC;;
2PO;23879-18;AC11;19.92376838;8.585;6.934976504;18.25474046;20;0.379900033;17.6;AC;;
2PO;23881-18;AC11;19.60492533;14.616;6.544156579;17.22599635;20;0.379900033;17.6;AC;;
2PO;23882-18;AC11;19.75232882;16.14;6.359167564;16.73905505;20;0.379900033;17.6;AC;;
2PO;23883-18;AC11;19.78452364;17.941;6.38166622;16.79827762;20;0.379900033;17.6;AC;;
2PO;23884-18;AC11;16.75001836;3.831;8.376686484;22.04971244;20;0.379900033;17.6;AC;;
2PO;23886-18;AC11;18.22819569;6.595;8.021631467;21.11511127;20;0.379900033;17.6;AC;;
2PO;23885-18;AC11;19.72446266;6.662;6.656011145;17.52042792;20;0.379900033;17.6;AC;;
2PO;23887-18;AC11;17.41760718;1.956;8.004927478;21.07114184;20;0.379900033;17.6;AC;;
2PO;23888-18;AC11;17.30240806;1.871;8.150418761;21.45411438;20;0.379900033;17.6;AC;;
2PO;23889-18;AC11;9.085863961;0.104;28.0052209;73.71734265;20;0.379900033;17.6;AC;;
2PO;23892-18;AC11;21.75577619;26.254;5.634278999;14.8309516;20;0.379900033;17.6;AC;;
2PO;23893-18;AC11;21.98416784;25.534;5.57000665;14.66176933;20;0.379900033;17.6;AC;;
2PO;23894-18;AC11;21.85615551;24.122;5.620912225;14.79576662;20;0.379900033;17.6;AC;;
2PO;23895-18;AC11;20.55626483;19.399;6.731168791;17.71826325;20;0.379900033;17.6;AC;;
2PO;23897-18;AC11;20.88458126;21.079;5.992845493;15.77479593;20;0.379900033;17.6;AC;;
2PO;23899-18;AC11;20.70689579;14.468;6.468532448;17.02693311;20;0.379900033;17.6;AC;;
2PO;23898-18;AC11;20.83794899;14.436;6.245119936;16.43885074;20;0.379900033;17.6;AC;;
2PO;23900-18;AC11;20.23825522;7.343;6.300423477;16.58442467;20;0.379900033;17.6;AC;;
2PO;23901-18;AC11;20.36163661;7.635;6.20272124;16.32724586;20;0.379900033;17.6;AC;;
2PO;23902-18;AC11;19.90919503;11.403;6.462755059;17.01172545;20;0.379900033;17.6;AC;;
2PO;23904-18;AC11;21.46375729;23.292;5.683176502;14.95966309;20;0.379900033;17.6;AC;;
2PO;23903-18;AC11;21.44904388;23.698;5.797104739;15.25955314;20;0.379900033;17.6;AC;;
2PO;23906-18;AC11;21.22656813;13.378;6.033100633;15.88075838;20;0.379900033;17.6;AC;;
2PO;23907-18;AC11;22.15147489;13.889;6.015580377;15.83464032;20;0.379900033;17.6;AC;;
2PO;23909-18;AC11;21.74292991;29.132;5.744191526;15.1202712;20;0.379900033;17.6;AC;;
2PO;23908-18;AC11;21.82083273;28.93;5.941561804;15.63980334;20;0.379900033;17.6;AC;;
2PO;23910-18;AC11;21.79375036;27.202;5.901887739;15.53537043;20;0.379900033;17.6;AC;;
2PO;23911-18;AC11;21.8363918;31.733;5.835753257;15.36128653;20;0.379900033;17.6;AC;;
2PO;23912-18;AC11;21.00850619;16.64;6.083580923;16.01363621;20;0.379900033;17.6;AC;;
2PO;23914-18;AC11;20.36831634;6.799;6.100414801;16.05794754;20;0.379900033;17.6;AC;;
2PO;23915-18;AC11;20.29832749;6.307;6.203046772;16.32810275;20;0.379900033;17.6;AC;;
2PO;23916-18;AC11;19.12491485;4.217;6.533159822;17.1970499;20;0.379900033;17.6;AC;;
2PO;23918-18;AC11;14.86924002;0.254;10.56932972;27.82134457;20;0.379900033;17.6;AC;;
2PO;23919-18;AC11;15.77041503;0.529;9.301749785;24.48473014;20;0.379900033;17.6;AC;;
2PO;23920-18;AC11;16.74156956;0.7;8.83660615;23.26034584;20;0.379900033;17.6;AC;;
2PO;23929-18;AC11;18.83179696;5.355;6.955065442;18.30762;20;0.379900033;17.6;AC;;
2PO;23931-18;AC11;17.58012392;3.201;7.582451889;19.95907142;20;0.379900033;17.6;AC;;
2PO;23930-18;AC11;17.45848353;2.841;7.834719415;20.62310802;20;0.379900033;17.6;AC;;
2PO;23932-18;AC11;17.45654204;4.169;8.530295675;22.45405353;20;0.379900033;17.6;AC;;
2PO;23934-18;AC11;20.14271413;11.557;6.435913651;16.94107158;20;0.379900033;17.6;AC;;
2PO;23933-18;AC11;20.06984316;10.835;6.475922243;17.04638505;20;0.379900033;17.6;AC;;
2PO;23935-18;AC11;20.51214809;10.229;6.72846524;17.71114677;20;0.379900033;17.6;AC;;
2PO;23936-18;AC11;20.3174105;9.959;6.214982765;16.35952152;20;0.379900033;17.6;AC;;
2PO;23937-18;AC11;20.29499317;9.075;6.212048789;16.3517985;20;0.379900033;17.6;AC;;
2PO;23938-18;AC11;20.24778261;8.451;6.476823545;17.04875752;20;0.379900033;17.6;AC;;
2PO;23939-18;AC11;20.39665703;8.616;6.552924793;17.24907667;20;0.379900033;17.6;AC;;
2PO;23940-18;AC11;20.80731048;18.875;5.96656602;15.70562122;20;0.379900033;17.6;AC;;
2PO;23941-18;AC11;20.6155683;10.329;6.309924339;16.60943351;20;0.379900033;17.6;AC;;
2PO;23942-18;AC11;21.6820305;14.846;5.806965597;15.28550959;20;0.379900033;17.6;AC;;
2PO;23943-18;AC11;21.69547772;16.544;5.704135254;15.01483222;20;0.379900033;17.6;AC;;
2PO;23944-18;AC11;21.40099283;13.287;5.715137149;15.04379219;20;0.379900033;17.6;AC;;
2PO;23945-18;AC11;21.3338692;13.688;5.897217989;15.52307838;20;0.379900033;17.6;AC;;
2PO;23947-18;AC11;20.62262509;12.483;5.929448949;15.60791902;20;0.379900033;17.6;AC;;
2PO;23946-18;AC11;20.61851072;12.238;5.949464751;15.66060604;20;0.379900033;17.6;AC;;
2PO;23948-18;AC11;20.46670824;11.604;6.25867197;16.47452337;20;0.379900033;17.6;AC;;
2PO;23950-18;AC11;20.24811382;7.487;6.58274281;17.32756578;20;0.379900033;17.6;AC;;
2PO;23949-18;AC11;20.25444005;7.29;6.542183731;17.22080327;20;0.379900033;17.6;AC;;
2PO;23951-18;AC11;18.00311837;2.548;8.157052899;21.47157724;20;0.379900033;17.6;AC;;
2PO;23953-18;AC11;20.35935104;6.384;6.354874957;16.72775574;20;0.379900033;17.6;AC;;
2PO;23952-18;AC11;19.94963257;5.909;6.3301079;16.66256212;20;0.379900033;17.6;AC;;
2PO;23955-18;AC11;19.93887437;6.733;6.554967732;17.25445424;20;0.379900033;17.6;AC;;
2PO;23954-18;AC11;19.71543157;6.369;6.636974487;17.47031827;20;0.379900033;17.6;AC;;
2PO;23956-18;AC11;20.18108606;9.319;6.556298042;17.25795597;20;0.379900033;17.6;AC;;
2PO;23957-18;AC11;20.10858458;9.254;6.326630203;16.65340788;20;0.379900033;17.6;AC;;
2PO;23958-18;AC11;19.38737333;4.892;7.159678426;18.84621691;20;0.379900033;17.6;AC;;
2PO;23960-18;AC11;18.35264179;3.873;7.396133753;19.46863151;20;0.379900033;17.6;AC;;
2PO;23959-18;AC11;18.41584685;3.803;7.774337014;20.46416515;20;0.379900033;17.6;AC;;
2PO;23963-18;AC11;18.86291156;4.256;6.817815913;17.94634199;20;0.379900033;17.6;AC;;
2PO;23962-18;AC11;18.91968151;4.315;6.717356546;17.68190567;20;0.379900033;17.6;AC;;
2PO;23965-18;AC11;18.65009116;4.497;7.171017806;18.87606524;20;0.379900033;17.6;AC;;
2PO;23967-18;AC11;19.11225222;5.822;7.128913888;18.7652363;20;0.379900033;17.6;AC;;
2PO;23966-18;AC11;19.29578583;5.457;6.92507252;18.22867049;20;0.379900033;17.6;AC;;
2PO;23969-18;AC11;19.99902535;15.098;6.253254618;16.46026343;20;0.379900033;17.6;AC;;
2PO;23970-18;AC11;20.20476194;16.318;6.088326092;16.02612678;20;0.379900033;17.6;AC;;
2PO;23972-18;AC11;19.34359981;6.365;7.060072225;18.58402636;20;0.379900033;17.6;AC;;
2PO;23971-18;AC11;19.49092737;6.322;7.06940643;18.60859652;20;0.379900033;17.6;AC;;
2PO;23973-18;AC11;19.79897124;3.726;7.253511392;19.09321075;20;0.379900033;17.6;AC;;
2PO;23974-18;AC11;19.88680546;8.964;6.433952943;16.93591046;20;0.379900033;17.6;AC;;
2PO;23975-18;AC11;19.76644743;8.613;6.443754476;16.96171076;20;0.379900033;17.6;AC;;
2PO;23976-18;AC11;20.37058581;13.931;6.24547119;16.43977533;20;0.379900033;17.6;AC;;
2PO;23977-18;AC11;20.36463331;13.55;6.312128064;16.61523432;20;0.379900033;17.6;AC;;
2PO;23979-18;AC11;19.93079178;11.535;6.414826111;16.88556345;20;0.379900033;17.6;AC;;
2PO;23978-18;AC11;19.96495901;10.438;6.649145955;17.50235688;20;0.379900033;17.6;AC;;
2PO;23980-18;AC11;19.23133222;6.482;6.785991034;17.86257027;20;0.379900033;17.6;AC;;
2PO;23981-18;AC11;19.4569643;7.271;6.677815235;17.57782221;20;0.379900033;17.6;AC;;
2PO;23982-18;AC11;18.5720315;4.915;7.117399189;18.73492649;20;0.379900033;17.6;AC;;
2PO;23983-18;AC11;18.72510672;4.842;7.148709916;18.81734482;20;0.379900033;17.6;AC;;
2PO;23985-18;AC11;18.0899891;2.897;7.432382878;19.56404905;20;0.379900033;17.6;AC;;
2PO;23986-18;AC11;19.14588465;6.259;6.771691734;17.82493063;20;0.379900033;17.6;AC;;
2PO;23987-18;AC11;19.22940025;5.976;6.934981415;18.25475339;20;0.379900033;17.6;AC;;
2PO;23989-18;AC11;19.93651053;8.837;6.406316779;16.86316458;20;0.379900033;17.6;AC;;
2PO;23988-18;AC11;20.1238949;8.871;6.686194164;17.59987782;20;0.379900033;17.6;AC;;
2PO;23990-18;AC11;18.74408277;3.353;7.034258798;18.51607841;20;0.379900033;17.6;AC;;
2PO;23991-18;AC11;17.47960801;1.452;7.801999096;20.53697926;20;0.379900033;17.6;AC;;
2PO;23992-18;AC11;17.72114196;1.331;7.562280762;19.90597554;20;0.379900033;17.6;AC;;
2PO;23993-18;AC11;17.69002235;2.35;7.616771071;20.04940882;20;0.379900033;17.6;AC;;
2PO;23994-18;AC11;16.70398835;0.836;9.518060786;25.0541194;20;0.379900033;17.6;AC;;
2PO;23995-18;AC11;16.42498569;0.838;9.735658609;25.62689593;20;0.379900033;17.6;AC;;
2PO;23997-18;AC11;18.01940401;2.005;7.749446315;20.39864607;20;0.379900033;17.6;AC;;
2PO;23996-18;AC11;17.99830884;2.299;7.510941794;19.77083744;20;0.379900033;17.6;AC;;
2PO;23998-18;AC11;18.62940861;3.36;7.242296068;19.06368897;20;0.379900033;17.6;AC;;
2PO;23999-18;AC11;19.56782948;3.578;7.346539094;19.33808491;20;0.379900033;17.6;AC;;
2PO;24000-18;AC11;19.10887397;3.986;7.279648428;19.16201052;20;0.379900033;17.6;AC;;
2PO;24001-18;AC11;19.27296155;4.036;7.235669489;19.04624602;20;0.379900033;17.6;AC;;
2PO;24002-18;AC11;16.31530732;0.606;9.090918658;23.92976539;20;0.379900033;17.6;AC;;
2PO;24004-18;AC11;16.96289795;1.065;8.263178256;21.75092798;20;0.379900033;17.6;AC;;
2PO;24005-18;AC11;16.78526871;1.053;8.236450268;21.68057266;20;0.379900033;17.6;AC;;
2PO;24006-18;AC11;17.12607358;1.793;7.952486288;20.93310239;20;0.379900033;17.6;AC;;
2PO;24007-18;AC11;17.14246194;1.181;8.315531128;21.88873495;20;0.379900033;17.6;AC;;
2PO;24009-18;AC11;15.4076145;0.79;10.38710603;27.34168236;20;0.379900033;17.6;AC;;
2PO;24010-18;AC11;15.00202611;0.894;10.72955084;28.24309004;20;0.379900033;17.6;AC;;
2PO;24011-18;AC11;19.71136066;6.85;6.643005054;17.48619236;20;0.379900033;17.6;AC;;
2PO;24012-18;AC11;20.10452604;6.876;6.607126924;17.39175139;20;0.379900033;17.6;AC;;
2PO;24013-18;AC11;20.38072055;12.741;6.252468031;16.45819292;20;0.379900033;17.6;AC;;
2PO;24015-18;AC11;21.04203501;22.023;6.096623397;16.04796754;20;0.379900033;17.6;AC;;
2PO;24014-18;AC11;21.40515264;23.851;5.810253924;15.29416536;20;0.379900033;17.6;AC;;
2PO;24018-18;AC11;15.70423041;5.007;11.15693739;29.36808746;20;0.379900033;17.6;AC;;
2PO;24017-18;AC11;15.07089979;4.126;12.31845163;32.4255082;20;0.379900033;17.6;AC;;
2PO;24019-18;AC11;14.89078331;3.488;12.11433872;31.88822761;20;0.379900033;17.6;AC;;
2PO;24020-18;AC11;15.00010933;3.368;11.93068567;31.40480294;20;0.379900033;17.6;AC;;
2PO;24021-18;AC11;14.88389377;3.523;12.34971764;32.50780881;20;0.379900033;17.6;AC;;
2PO;24022-18;AC11;12.79085309;2.058;15.82960855;41.66782621;20;0.379900033;17.6;AC;;
2PO;24024-18;AC11;0.177227677;0.004;223.2133107;587.5580187;20;0.379900033;17.6;AC;;
2PO;24025-18;AC11;18.62091821;8.689;6.98120821;18.37643486;20;0.379900033;17.6;AC;;
2PO;24026-18;AC11;18.47588157;8.625;7.040875907;18.53349644;20;0.379900033;17.6;AC;;
2PO;24028-18;AC11;20.67449397;18.267;6.356784039;16.73278096;20;0.379900033;17.6;AC;;
2PO;24027-18;AC11;20.76207798;18.626;6.176277949;16.25763994;20;0.379900033;17.6;AC;;
2PO;24029-18;AC11;20.24724178;19.513;6.100743758;16.05881345;20;0.379900033;17.6;AC;;
2PO;24031-18;AC11;20.66555296;18.3;6.269612768;16.50332252;20;0.379900033;17.6;AC;;
2PO;24030-18;AC11;20.77914793;18.67;6.007443342;15.81322143;20;0.379900033;17.6;AC;;
2PO;24032-18;AC11;21.15962193;21.304;5.881773775;15.48242502;20;0.379900033;17.6;AC;;
2PO;24033-18;AC11;20.73713658;16.992;6.408468466;16.8688284;20;0.379900033;17.6;AC;;
2PO;24035-18;AC11;20.42787879;17.704;5.862688202;15.43218661;20;0.379900033;17.6;AC;;
2PO;24036-18;AC11;20.68849079;16.888;6.092161228;16.0362219;20;0.379900033;17.6;AC;;
2PO;24038-18;AC11;15.83705646;0.838;9.432432441;24.82872236;20;0.379900033;17.6;AC;;
2PO;24037-18;AC11;15.77930057;0.829;9.40481951;24.75603763;20;0.379900033;17.6;AC;;
2PO;24039-18;AC11;18.09910908;2.177;8.149500362;21.45169691;20;0.379900033;17.6;AC;;
2PO;24040-18;AC11;18.47571382;2.788;7.745275264;20.38766674;20;0.379900033;17.6;AC;;
2PO;24041-18;AC11;18.19800822;2.913;7.262273312;19.1162745;20;0.379900033;17.6;AC;;
2PO;24042-18;AC11;18.910832;5.746;6.852497952;18.03763453;20;0.379900033;17.6;AC;;
2PO;24043-18;AC11;19.07877164;5.3;7.183547874;18.90904778;20;0.379900033;17.6;AC;;
2PO;24044-18;AC11;18.85056051;5.289;6.972629769;18.35385408;20;0.379900033;17.6;AC;;
2PO;24045-18;AC11;19.35066961;7.281;6.789689576;17.87230584;20;0.379900033;17.6;AC;;
2PO;24046-18;AC11;19.45327602;7.39;6.670762806;17.5592583;20;0.379900033;17.6;AC;;
2PO;24047-18;AC11;18.24612932;4.859;8.174666833;21.51794189;20;0.379900033;17.6;AC;;
2PO;24048-18;AC11;16.28619141;1.07;9.056093242;23.83809544;20;0.379900033;17.6;AC;;
2PO;24050-18;AC11;19.17344737;7.548;7.333894076;19.30479979;20;0.379900033;17.6;AC;;
2PO;24049-18;AC11;19.13866146;7.683;6.726316227;17.70548998;20;0.379900033;17.6;AC;;
2PO;24051-18;AC11;20.03171896;11.335;6.423945964;16.90956938;20;0.379900033;17.6;AC;;
2PO;24053-18;AC11;20.87335349;15.444;5.963246778;15.69688408;20;0.379900033;17.6;AC;;
2PO;24052-18;AC11;20.98353164;15.939;6.212339391;16.35256345;20;0.379900033;17.6;AC;;
2PO;24054-18;AC11;20.42451257;12.705;6.511589307;17.14027045;20;0.379900033;17.6;AC;;
2PO;24055-18;AC11;20.55055982;12.859;6.562825847;17.27513893;20;0.379900033;17.6;AC;;
2PO;24057-18;AC11;20.14717084;14.5;6.537848139;17.20939082;20;0.379900033;17.6;AC;;
2PO;24058-18;AC11;20.13399253;13.144;6.488871262;17.08047039;20;0.379900033;17.6;AC;;
2PO;24059-18;AC11;20.03166346;13.743;6.726516029;17.70601591;20;0.379900033;17.6;AC;;
2PO;24061-18;AC11;19.75180543;11.373;6.911181434;18.19210538;20;0.379900033;17.6;AC;;
2PO;24060-18;AC11;19.66275849;7.306;7.073882387;18.62037845;20;0.379900033;17.6;AC;;
2PO;24062-18;AC11;20.23137761;16.077;6.413551009;16.88220704;20;0.379900033;17.6;AC;;
2PO;24063-18;AC11;20.26828917;13.868;6.411793421;16.87758059;20;0.379900033;17.6;AC;;
2PO;24064-18;AC11;19.84484261;15.131;6.389177742;16.81804998;20;0.379900033;17.6;AC;;
2PO;24066-18;AC11;19.39508083;7.572;6.931698584;18.24611209;20;0.379900033;17.6;AC;;
2PO;24065-18;AC11;19.27713004;6.788;6.956775923;18.31212245;20;0.379900033;17.6;AC;;
2PO;24067-18;AC11;19.24585572;7.29;6.841031028;18.00745048;20;0.379900033;17.6;AC;;
2PO;24069-18;AC11;18.88262577;5.244;7.196480838;18.94309085;20;0.379900033;17.6;AC;;
2PO;24068-18;AC11;18.94383046;5.22;7.267805214;19.13083597;20;0.379900033;17.6;AC;;
2PO;24071-18;AC11;18.09291385;3.435;7.73874009;20.37046438;20;0.379900033;17.6;AC;;
2PO;24070-18;AC11;18.00272432;3.328;7.856062614;20.67928911;20;0.379900033;17.6;AC;;
2PO;24072-18;AC11;16.32795144;1.816;8.548084677;22.50087901;20;0.379900033;17.6;AC;;
2PO;24073-18;AC11;15.76609487;1.076;9.367373664;24.65747;20;0.379900033;17.6;AC;;
2PO;24074-18;AC11;20.06452948;15.183;6.298079105;16.57825364;20;0.379900033;17.6;AC;;
2PO;24075-18;AC11;20.21864077;14.578;6.385896846;16.80941377;20;0.379900033;17.6;AC;;
2PO;24076-18;AC11;20.16662572;14.045;6.388984374;16.81754099;20;0.379900033;17.6;AC;;
2PO;24077-18;AC11;17.51297696;2.102;8.074443012;21.25412559;20;0.379900033;17.6;AC;;
2PO;24078-18;AC11;17.28456639;1.921;8.185023808;21.54520426;20;0.379900033;17.6;AC;;
2PO;24079-18;AC11;17.17252038;0.743;8.597415054;22.63072995;20;0.379900033;17.6;AC;;
2PO;24080-18;AC11;18.99689067;6.652;7.102742467;18.69634602;20;0.379900033;17.6;AC;;
2PO;24082-18;AC11;20.29229478;16.552;6.313277601;16.61826021;20;0.379900033;17.6;AC;;
2PO;24081-18;AC11;20.44373305;16.975;6.051382948;15.9288824;20;0.379900033;17.6;AC;;
2PO;24083-18;AC11;20.23564144;14.754;6.488523997;17.07955629;20;0.379900033;17.6;AC;;
2PO;24084-18;AC11;19.99223059;14.02;6.419516617;16.89791013;20;0.379900033;17.6;AC;;
2PO;24085-18;AC11;19.37209721;8.639;6.692682352;17.61695649;20;0.379900033;17.6;AC;;
2PO;24087-18;AC11;18.04276829;3.512;7.501587048;19.74621321;20;0.379900033;17.6;AC;;
2PO;24088-18;AC11;17.05939458;1.851;8.337960715;21.94777571;20;0.379900033;17.6;AC;;
2PO;24090-18;AC11;19.26122865;10.075;6.825083345;17.96547184;20;0.379900033;17.6;AC;;
2PO;24089-18;AC11;19.24587166;10.119;6.754653146;17.78008044;20;0.379900033;17.6;AC;;
2PO;24092-18;AC11;19.82090239;2.994;6.530660257;17.19047036;20;0.379900033;17.6;AC;;
2PO;24091-18;AC11;19.95634606;12.775;6.565201327;17.28139184;20;0.379900033;17.6;AC;;
2PO;24093-18;AC11;18.74202931;7.338;6.872899262;18.09133632;20;0.379900033;17.6;AC;;
2PO;24094-18;AC11;20.22900421;12.584;6.539133533;17.21277433;20;0.379900033;17.6;AC;;
2PO;24095-18;AC11;20.12990499;12.555;6.626031613;17.44151366;20;0.379900033;17.6;AC;;
2PO;24096-18;AC11;19.21447664;5.76;6.857030277;18.04956484;20;0.379900033;17.6;AC;;
2PO;24097-18;AC11;19.24481961;7.548;7.019332868;18.47678931;20;0.379900033;17.6;AC;;
2PO;24098-18;AC11;18.87915598;5.976;7.040972123;18.5337497;20;0.379900033;17.6;AC;;
2PO;24099-18;AC11;15.64353889;1.083;10.34313352;27.22593477;20;0.379900033;17.6;AC;;
2PO;24100-18;AC11;14.23228434;0.501;11.82124051;31.11671357;20;0.379900033;17.6;AC;;
2PO;24102-18;AC11;20.42727621;15.012;6.384807625;16.80654665;20;0.379900033;17.6;AC;;
2PO;24101-18;AC11;19.76489304;10.368;6.921074889;18.21814764;20;0.379900033;17.6;AC;;
2PO;24103-18;AC11;20.37225457;15.503;6.162539224;16.22147589;20;0.379900033;17.6;AC;;
2PO;24105-18;AC11;19.59408477;10.541;6.580701834;17.32219338;20;0.379900033;17.6;AC;;
2PO;24104-18;AC11;18.77382197;7.515;6.900259669;18.16335633;20;0.379900033;17.6;AC;;
2PO;24106-18;AC11;20.64112829;15.366;6.23555318;16.41366844;20;0.379900033;17.6;AC;;
2PO;24108-18;AC11;19.46994101;7.264;6.837610209;17.99844595;20;0.379900033;17.6;AC;;
2PO;24107-18;AC11;19.44255547;7.247;6.95629838;18.31086543;20;0.379900033;17.6;AC;;
2PO;24109-18;AC11;19.02105068;11.209;6.884173486;18.12101313;20;0.379900033;17.6;AC;;
2PO;24110-18;AC11;20.2178119;11.833;6.828661225;17.9748898;20;0.379900033;17.6;AC;;
2PO;24111-18;AC11;19.99468799;12.851;6.84032542;18.00559312;20;0.379900033;17.6;AC;;
2PO;24112-18;AC11;20.7173647;6.711;6.246888841;16.44350698;20;0.379900033;17.6;AC;;
2PO;24113-18;AC11;21.19128668;7.512;5.776131116;15.20434487;20;0.379900033;17.6;AC;;
2PO;24114-18;AC11;19.37260397;1.539;7.048548094;18.55369172;20;0.379900033;17.6;AC;;
2PO;24115-18;AC11;18.64213451;1.583;6.97800468;18.3680023;20;0.379900033;17.6;AC;;
2PO;24116-18;AC11;19.0339163;3.635;7.120473268;18.7430183;20;0.379900033;17.6;AC;;
2PO;24117-18;AC11;18.59981003;2.723;7.300667009;19.21733713;20;0.379900033;17.6;AC;;
2PO;24118-18;AC11;19.20161517;6.91;6.988795856;18.39640761;20;0.379900033;17.6;AC;;
2PO;24119-18;AC11;13.42280037;0.847;13.73884253;36.16436256;20;0.379900033;17.6;AC;;
2PO;24120-18;AC11;15.54533473;1.68;9.557332603;25.15749348;20;0.379900033;17.6;AC;;
2PO;24121-18;AC11;15.07727028;2.381;10.81254308;28.46154816;20;0.379900033;17.6;AC;;
2PO;24122-18;AC11;16.36725654;7.146;9.643576445;25.38451069;20;0.379900033;17.6;AC;;
3PO;25048-18;AC11;18.43294688;4.214;8.158712895;21.4759468;20;0.379900033;17.6;AC;;
3PO;25050-18;AC11;13.97583919;0.376;13.99679193;36.84335539;20;0.379900033;17.6;AC;;
