Well;Depth_Original;Depth;Formation;SampleID;Permeability_Kl;Permeability Kl;Porosity;CP;SW
1000P;2808.84;;AC10;39066-19;8.69;;18.94;0.02;94.81
1000P;2808.84;;AC10;39066-19;8.69;;18.94;0.04;93.83
1000P;2808.84;;AC10;39066-19;8.69;;18.94;0.08;91.71
1000P;2808.84;;AC10;39066-19;8.69;;18.94;0.2;81.92
1000P;2808.84;;AC10;39066-19;8.69;;18.94;0.46;63.1
1000P;2808.84;;AC10;39066-19;8.69;;18.94;1.08;51.63
1000P;2808.84;;AC10;39066-19;8.69;;18.94;2.55;44.06
1000P;2808.84;;AC10;39066-19;8.69;;18.94;8.79;36.97
1000P;2808.84;;AC10;39066-19;8.69;;18.94;20.64;32.6
1000P;2809.89;;AC10;39069-19;3.21;;18.66;0.02;95.65
1000P;2809.89;;AC10;39069-19;3.21;;18.66;0.04;93.7
1000P;2809.89;;AC10;39069-19;3.21;;18.66;0.08;92.71
1000P;2809.89;;AC10;39069-19;3.21;;18.66;0.19;90.08
1000P;2809.89;;AC10;39069-19;3.21;;18.66;0.45;79.73
1000P;2809.89;;AC10;39069-19;3.21;;18.66;1.05;65.13
1000P;2809.89;;AC10;39069-19;3.21;;18.66;2.47;55.66
1000P;2809.89;;AC10;39069-19;3.21;;18.66;8.5;47.63
1000P;2809.89;;AC10;39069-19;3.21;;18.66;19.97;42.74
1000P;2811.52;;AC10;39073-19;2.12;;17.69;0.01;96.01
1000P;2811.52;;AC10;39073-19;2.12;;17.69;0.03;95.05
1000P;2811.52;;AC10;39073-19;2.12;;17.69;0.08;93.66
1000P;2811.52;;AC10;39073-19;2.12;;17.69;0.19;90.85
1000P;2811.52;;AC10;39073-19;2.12;;17.69;0.44;79.41
1000P;2811.52;;AC10;39073-19;2.12;;17.69;1.03;62.32
1000P;2811.52;;AC10;39073-19;2.12;;17.69;2.42;51.92
1000P;2811.52;;AC10;39073-19;2.12;;17.69;8.32;44.4
1000P;2811.52;;AC10;39073-19;2.12;;17.69;19.53;41.02
1000P;2814.24;;AC10;39079-19;1.54;;18.17;0.01;96.08
1000P;2814.24;;AC10;39079-19;1.54;;18.17;0.03;95.07
1000P;2814.24;;AC10;39079-19;1.54;;18.17;0.08;93.8
1000P;2814.24;;AC10;39079-19;1.54;;18.17;0.19;92.24
1000P;2814.24;;AC10;39079-19;1.54;;18.17;0.44;87.96
1000P;2814.24;;AC10;39079-19;1.54;;18.17;1.04;73.72
1000P;2814.24;;AC10;39079-19;1.54;;18.17;2.45;61.96
1000P;2814.24;;AC10;39079-19;1.54;;18.17;8.41;52.92
1000P;2814.24;;AC10;39079-19;1.54;;18.17;19.75;48.26
1016P;2548.35;;AC9;35681-19;103.11;;22.36;0.01;96.46
1016P;2548.35;;AC9;35681-19;103.11;;22.36;0.03;87.57
1016P;2548.35;;AC9;35681-19;103.11;;22.36;0.08;65.88
1016P;2548.35;;AC9;35681-19;103.11;;22.36;0.19;46.95
1016P;2548.35;;AC9;35681-19;103.11;;22.36;0.44;37.65
1016P;2548.35;;AC9;35681-19;103.11;;22.36;1.03;30.67
1016P;2548.35;;AC9;35681-19;103.11;;22.36;2.43;26.22
1016P;2548.35;;AC9;35681-19;103.11;;22.36;8.34;22.01
1016P;2548.35;;AC9;35681-19;103.11;;22.36;19.59;19.75
1016P;2549.32;;AC9;35687-19;55.45;;22.32;0.01;97.03
1016P;2549.32;;AC9;35687-19;55.45;;22.32;0.03;93.8
1016P;2549.32;;AC9;35687-19;55.45;;22.32;0.08;76.65
1016P;2549.32;;AC9;35687-19;55.45;;22.32;0.18;54.66
1016P;2549.32;;AC9;35687-19;55.45;;22.32;0.42;43.01
1016P;2549.32;;AC9;35687-19;55.45;;22.32;0.98;36.65
1016P;2549.32;;AC9;35687-19;55.45;;22.32;2.31;31.96
1016P;2549.32;;AC9;35687-19;55.45;;22.32;7.91;28.22
1016P;2549.32;;AC9;35687-19;55.45;;22.32;18.57;26.48
1016P;2549.32;;AC9;35688-19;47.48;;21.48;0.02;96.07
1016P;2549.32;;AC9;35688-19;47.48;;21.48;0.04;93.07
1016P;2549.32;;AC9;35688-19;47.48;;21.48;0.08;76.46
1016P;2549.32;;AC9;35688-19;47.48;;21.48;0.2;56.03
1016P;2549.32;;AC9;35688-19;47.48;;21.48;0.46;43.72
1016P;2549.32;;AC9;35688-19;47.48;;21.48;1.08;37.28
1016P;2549.32;;AC9;35688-19;47.48;;21.48;2.55;31.58
1016P;2549.32;;AC9;35688-19;47.48;;21.48;8.78;26.53
1016P;2549.32;;AC9;35688-19;47.48;;21.48;20.62;23.92
1016P;2549.6;;AC9;35690-19;69.6;;22.17;0.01;97
1016P;2549.6;;AC9;35690-19;69.6;;22.17;0.03;93.31
1016P;2549.6;;AC9;35690-19;69.6;;22.17;0.08;70.67
1016P;2549.6;;AC9;35690-19;69.6;;22.17;0.18;53.31
1016P;2549.6;;AC9;35690-19;69.6;;22.17;0.43;42.27
1016P;2549.6;;AC9;35690-19;69.6;;22.17;1;35.36
1016P;2549.6;;AC9;35690-19;69.6;;22.17;2.37;29.78
1016P;2549.6;;AC9;35690-19;69.6;;22.17;8.12;24.82
1016P;2549.6;;AC9;35690-19;69.6;;22.17;19.08;22.17
1016P;2552.72;;AC9;35719-19;273.74;;22.24;0.01;96.41
1016P;2552.72;;AC9;35719-19;273.74;;22.24;0.03;76.28
1016P;2552.72;;AC9;35719-19;273.74;;22.24;0.07;54.95
1016P;2552.72;;AC9;35719-19;273.74;;22.24;0.16;40.77
1016P;2552.72;;AC9;35719-19;273.74;;22.24;0.38;31.73
1016P;2552.72;;AC9;35719-19;273.74;;22.24;0.88;25.65
1016P;2552.72;;AC9;35719-19;273.74;;22.24;2.07;21.48
1016P;2552.72;;AC9;35719-19;273.74;;22.24;7.05;17.58
1016P;2552.72;;AC9;35719-19;273.74;;22.24;16.57;15.53
1016P;2553.2;;AC9;35725-19;152.85;;22.06;0.01;96.82
1016P;2553.2;;AC9;35725-19;152.85;;22.06;0.03;81.57
1016P;2553.2;;AC9;35725-19;152.85;;22.06;0.08;58.96
1016P;2553.2;;AC9;35725-19;152.85;;22.06;0.18;45.04
1016P;2553.2;;AC9;35725-19;152.85;;22.06;0.42;36.6
1016P;2553.2;;AC9;35725-19;152.85;;22.06;0.98;30.32
1016P;2553.2;;AC9;35725-19;152.85;;22.06;2.31;25.93
1016P;2553.2;;AC9;35725-19;152.85;;22.06;7.91;21.21
1016P;2553.2;;AC9;35725-19;152.85;;22.06;18.57;18.65
1016P;2553.57;;AC9;35729-19;41.51;;20.59;0.01;96.46
1016P;2553.57;;AC9;35729-19;41.51;;20.59;0.03;93.87
1016P;2553.57;;AC9;35729-19;41.51;;20.59;0.07;80.61
1016P;2553.57;;AC9;35729-19;41.51;;20.59;0.17;60.77
1016P;2553.57;;AC9;35729-19;41.51;;20.59;0.4;48.24
1016P;2553.57;;AC9;35729-19;41.51;;20.59;0.93;40.17
1016P;2553.57;;AC9;35729-19;41.51;;20.59;2.2;34.26
1016P;2553.57;;AC9;35729-19;41.51;;20.59;7.54;29.04
1016P;2553.57;;AC9;35729-19;41.51;;20.59;17.72;26.72
1016P;2553.73;;AC9;35731-19;60.57;;21.5;0.01;96.93
1016P;2553.73;;AC9;35731-19;60.57;;21.5;0.03;92.48
1016P;2553.73;;AC9;35731-19;60.57;;21.5;0.08;71.26
1016P;2553.73;;AC9;35731-19;60.57;;21.5;0.18;54.99
1016P;2553.73;;AC9;35731-19;60.57;;21.5;0.43;43.95
1016P;2553.73;;AC9;35731-19;60.57;;21.5;1.01;36.38
1016P;2553.73;;AC9;35731-19;60.57;;21.5;2.38;31.12
1016P;2553.73;;AC9;35731-19;60.57;;21.5;8.18;26.49
1016P;2553.73;;AC9;35731-19;60.57;;21.5;19.22;24.39
1016P;2559.85;;AC9;35764-19;30.33;;22.61;0.01;96.4
1016P;2559.85;;AC9;35764-19;30.33;;22.61;0.03;95.22
1016P;2559.85;;AC9;35764-19;30.33;;22.61;0.08;86.01
1016P;2559.85;;AC9;35764-19;30.33;;22.61;0.18;61.13
1016P;2559.85;;AC9;35764-19;30.33;;22.61;0.42;47.23
1016P;2559.85;;AC9;35764-19;30.33;;22.61;0.98;40.28
1016P;2559.85;;AC9;35764-19;30.33;;22.61;2.31;35.02
1016P;2559.85;;AC9;35764-19;30.33;;22.61;7.91;30.09
1016P;2559.85;;AC9;35764-19;30.33;;22.61;18.57;27.48
1016P;2569.35;;AC9;35794-19;1.37;;11.94;0.01;98.03
1016P;2569.35;;AC9;35794-19;1.37;;11.94;0.03;96.75
1016P;2569.35;;AC9;35794-19;1.37;;11.94;0.08;95.34
1016P;2569.35;;AC9;35794-19;1.37;;11.94;0.18;93.99
1016P;2569.35;;AC9;35794-19;1.37;;11.94;0.42;90.24
1016P;2569.35;;AC9;35794-19;1.37;;11.94;0.98;79.74
1016P;2569.35;;AC9;35794-19;1.37;;11.94;2.31;65.58
1016P;2569.35;;AC9;35794-19;1.37;;11.94;7.91;54.51
1016P;2569.35;;AC9;35794-19;1.37;;11.94;18.57;49.59
1016P;2806.55;;AC10;35879-19;6.71;;16.48;0.02;96.83
1016P;2806.55;;AC10;35879-19;6.71;;16.48;0.04;95.15
1016P;2806.55;;AC10;35879-19;6.71;;16.48;0.08;93.51
1016P;2806.55;;AC10;35879-19;6.71;;16.48;0.19;82.39
1016P;2806.55;;AC10;35879-19;6.71;;16.48;0.45;64.71
1016P;2806.55;;AC10;35879-19;6.71;;16.48;1.06;53
1016P;2806.55;;AC10;35879-19;6.71;;16.48;2.5;44.55
1016P;2806.55;;AC10;35879-19;6.71;;16.48;8.59;38.95
1016P;2806.55;;AC10;35879-19;6.71;;16.48;20.19;36.98
1016P;2806.9;;AC10;35882-19;0.64;;16.62;0.02;97.27
1016P;2806.9;;AC10;35882-19;0.64;;16.62;0.04;96.03
1016P;2806.9;;AC10;35882-19;0.64;;16.62;0.08;94.48
1016P;2806.9;;AC10;35882-19;0.64;;16.62;0.19;93.22
1016P;2806.9;;AC10;35882-19;0.64;;16.62;0.45;90.83
1016P;2806.9;;AC10;35882-19;0.64;;16.62;1.05;85.38
1016P;2806.9;;AC10;35882-19;0.64;;16.62;2.48;74.25
1016P;2806.9;;AC10;35882-19;0.64;;16.62;8.53;62.24
1016P;2806.9;;AC10;35882-19;0.64;;16.62;20.03;58.05
1016P;2828.08;;AC11;36367-19;5.27;;18.57;0.01;96.9
1016P;2828.08;;AC11;36367-19;5.27;;18.57;0.03;95.72
1016P;2828.08;;AC11;36367-19;5.27;;18.57;0.08;94.4
1016P;2828.08;;AC11;36367-19;5.27;;18.57;0.18;92.05
1016P;2828.08;;AC11;36367-19;5.27;;18.57;0.43;72.6
1016P;2828.08;;AC11;36367-19;5.27;;18.57;1.01;59.72
1016P;2828.08;;AC11;36367-19;5.27;;18.57;2.37;51
1016P;2828.08;;AC11;36367-19;5.27;;18.57;8.15;42.64
1016P;2828.08;;AC11;36367-19;5.27;;18.57;19.15;38.25
1016P;2829.18;;AC11;36375-19;7.35;;19.26;0.01;96.47
1016P;2829.18;;AC11;36375-19;7.35;;19.26;0.03;95.21
1016P;2829.18;;AC11;36375-19;7.35;;19.26;0.07;93.72
1016P;2829.18;;AC11;36375-19;7.35;;19.26;0.17;87.75
1016P;2829.18;;AC11;36375-19;7.35;;19.26;0.4;69.21
1016P;2829.18;;AC11;36375-19;7.35;;19.26;0.94;57.92
1016P;2829.18;;AC11;36375-19;7.35;;19.26;2.22;49.67
1016P;2829.18;;AC11;36375-19;7.35;;19.26;7.6;41.89
1016P;2829.18;;AC11;36375-19;7.35;;19.26;17.85;37.26
1016P;2831.12;;AC11;36383-19;0.18;;11.02;0.01;98.08
1016P;2831.12;;AC11;36383-19;0.18;;11.02;0.03;97.51
1016P;2831.12;;AC11;36383-19;0.18;;11.02;0.08;96.37
1016P;2831.12;;AC11;36383-19;0.18;;11.02;0.18;94.84
1016P;2831.12;;AC11;36383-19;0.18;;11.02;0.43;93.57
1016P;2831.12;;AC11;36383-19;0.18;;11.02;1.01;91.66
1016P;2831.12;;AC11;36383-19;0.18;;11.02;2.38;86.06
1016P;2831.12;;AC11;36383-19;0.18;;11.02;8.18;73.27
1016P;2831.12;;AC11;36383-19;0.18;;11.02;19.22;67.95
1016P;2839.55;;AC11;36412-19;6.92;;18.74;0.02;96.39
1016P;2839.55;;AC11;36412-19;6.92;;18.74;0.04;95.09
1016P;2839.55;;AC11;36412-19;6.92;;18.74;0.08;92.77
1016P;2839.55;;AC11;36412-19;6.92;;18.74;0.19;82.53
1016P;2839.55;;AC11;36412-19;6.92;;18.74;0.45;64.5
1016P;2839.55;;AC11;36412-19;6.92;;18.74;1.06;53.31
1016P;2839.55;;AC11;36412-19;6.92;;18.74;2.5;44.32
1016P;2839.55;;AC11;36412-19;6.92;;18.74;8.62;35.91
1016P;2839.55;;AC11;36412-19;6.92;;18.74;20.25;32.3
1016P;2840.54;;AC11;36425-19;8.09;;20.34;0.02;96.13
1016P;2840.54;;AC11;36425-19;8.09;;20.34;0.04;94.74
1016P;2840.54;;AC11;36425-19;8.09;;20.34;0.08;93.3
1016P;2840.54;;AC11;36425-19;8.09;;20.34;0.19;84.76
1016P;2840.54;;AC11;36425-19;8.09;;20.34;0.45;67.26
1016P;2840.54;;AC11;36425-19;8.09;;20.34;1.06;55.27
1016P;2840.54;;AC11;36425-19;8.09;;20.34;2.5;46.98
1016P;2840.54;;AC11;36425-19;8.09;;20.34;8.59;40.11
1016P;2840.54;;AC11;36425-19;8.09;;20.34;20.18;37.34
1016P;2841.31;;AC11;36430-19;1.27;;15.71;0.01;97.43
1016P;2841.31;;AC11;36430-19;1.27;;15.71;0.03;96.43
1016P;2841.31;;AC11;36430-19;1.27;;15.71;0.08;95.33
1016P;2841.31;;AC11;36430-19;1.27;;15.71;0.18;94.27
1016P;2841.31;;AC11;36430-19;1.27;;15.71;0.42;91.02
1016P;2841.31;;AC11;36430-19;1.27;;15.71;0.97;78.01
1016P;2841.31;;AC11;36430-19;1.27;;15.71;2.3;63.42
1016P;2841.31;;AC11;36430-19;1.27;;15.71;7.88;52.53
1016P;2841.31;;AC11;36430-19;1.27;;15.71;18.5;47.09
1016P;2844.31;;AC11;36435-19;9.45;;20.08;0.01;97.08
1016P;2844.31;;AC11;36435-19;9.45;;20.08;0.03;95.96
1016P;2844.31;;AC11;36435-19;9.45;;20.08;0.08;93.93
1016P;2844.31;;AC11;36435-19;9.45;;20.08;0.19;82.33
1016P;2844.31;;AC11;36435-19;9.45;;20.08;0.44;64.13
1016P;2844.31;;AC11;36435-19;9.45;;20.08;1.02;51.78
1016P;2844.31;;AC11;36435-19;9.45;;20.08;2.41;43.52
1016P;2844.31;;AC11;36435-19;9.45;;20.08;8.28;37.6
1016P;2844.31;;AC11;36435-19;9.45;;20.08;19.44;34.6
1016P;2844.49;;AC11;36438-19;11.98;;20.69;0.01;96.9
1016P;2844.49;;AC11;36438-19;11.98;;20.69;0.03;95.71
1016P;2844.49;;AC11;36438-19;11.98;;20.69;0.08;94.25
1016P;2844.49;;AC11;36438-19;11.98;;20.69;0.19;80.75
1016P;2844.49;;AC11;36438-19;11.98;;20.69;0.44;62.38
1016P;2844.49;;AC11;36438-19;11.98;;20.69;1.03;50.21
1016P;2844.49;;AC11;36438-19;11.98;;20.69;2.44;40.88
1016P;2844.49;;AC11;36438-19;11.98;;20.69;8.37;33.7
1016P;2844.49;;AC11;36438-19;11.98;;20.69;19.66;30.75
1016P;2844.77;;AC11;36440-19;13.76;;20.53;0.02;96.53
1016P;2844.77;;AC11;36440-19;13.76;;20.53;0.04;95.37
1016P;2844.77;;AC11;36440-19;13.76;;20.53;0.08;92.47
1016P;2844.77;;AC11;36440-19;13.76;;20.53;0.19;77.41
1016P;2844.77;;AC11;36440-19;13.76;;20.53;0.45;61.82
1016P;2844.77;;AC11;36440-19;13.76;;20.53;1.05;51.09
1016P;2844.77;;AC11;36440-19;13.76;;20.53;2.47;43.57
1016P;2844.77;;AC11;36440-19;13.76;;20.53;8.5;37.02
1016P;2844.77;;AC11;36440-19;13.76;;20.53;19.95;34.26
1016P;2846.13;;AC11;36461-19;10.99;;19.97;0.02;96.74
1016P;2846.13;;AC11;36461-19;10.99;;19.97;0.04;95.62
1016P;2846.13;;AC11;36461-19;10.99;;19.97;0.08;94.79
1016P;2846.13;;AC11;36461-19;10.99;;19.97;0.19;79.25
1016P;2846.13;;AC11;36461-19;10.99;;19.97;0.45;61.01
1016P;2846.13;;AC11;36461-19;10.99;;19.97;1.04;48.52
1016P;2846.13;;AC11;36461-19;10.99;;19.97;2.46;41.44
1016P;2846.13;;AC11;36461-19;10.99;;19.97;8.46;36.41
1016P;2846.13;;AC11;36461-19;10.99;;19.97;19.88;33.96
1016P;2846.13;;AC11;36462-19;10.35;;20.13;0.01;96.33
1016P;2846.13;;AC11;36462-19;10.35;;20.13;0.03;95.08
1016P;2846.13;;AC11;36462-19;10.35;;20.13;0.08;91.47
1016P;2846.13;;AC11;36462-19;10.35;;20.13;0.18;79.19
1016P;2846.13;;AC11;36462-19;10.35;;20.13;0.43;61.74
1016P;2846.13;;AC11;36462-19;10.35;;20.13;1.01;49.27
1016P;2846.13;;AC11;36462-19;10.35;;20.13;2.38;41.39
1016P;2846.13;;AC11;36462-19;10.35;;20.13;8.18;35.11
1016P;2846.13;;AC11;36462-19;10.35;;20.13;19.22;32.25
1016P;2846.31;;AC11;36463-19;4.31;;19.49;0.02;96.6
1016P;2846.31;;AC11;36463-19;4.31;;19.49;0.04;95.71
1016P;2846.31;;AC11;36463-19;4.31;;19.49;0.08;94.44
1016P;2846.31;;AC11;36463-19;4.31;;19.49;0.19;91.72
1016P;2846.31;;AC11;36463-19;4.31;;19.49;0.45;74.71
1016P;2846.31;;AC11;36463-19;4.31;;19.49;1.04;61.74
1016P;2846.31;;AC11;36463-19;4.31;;19.49;2.46;52.25
1016P;2846.31;;AC11;36463-19;4.31;;19.49;8.46;45.06
1016P;2846.31;;AC11;36463-19;4.31;;19.49;19.88;42.36
1016P;2847.03;;AC11;36471-19;2.81;;18.91;0.01;96.95
1016P;2847.03;;AC11;36471-19;2.81;;18.91;0.03;95.8
1016P;2847.03;;AC11;36471-19;2.81;;18.91;0.08;94.47
1016P;2847.03;;AC11;36471-19;2.81;;18.91;0.19;92.82
1016P;2847.03;;AC11;36471-19;2.81;;18.91;0.45;80.02
1016P;2847.03;;AC11;36471-19;2.81;;18.91;1.04;66.4
1016P;2847.03;;AC11;36471-19;2.81;;18.91;2.45;56.43
1016P;2847.03;;AC11;36471-19;2.81;;18.91;8.44;48.69
1016P;2847.03;;AC11;36471-19;2.81;;18.91;19.82;45.53
1016P;2847.96;;AC11;36474-19;8.45;;19.82;0.02;96.62
1016P;2847.96;;AC11;36474-19;8.45;;19.82;0.04;95.63
1016P;2847.96;;AC11;36474-19;8.45;;19.82;0.08;92.77
1016P;2847.96;;AC11;36474-19;8.45;;19.82;0.19;82.8
1016P;2847.96;;AC11;36474-19;8.45;;19.82;0.45;62.84
1016P;2847.96;;AC11;36474-19;8.45;;19.82;1.04;50.57
1016P;2847.96;;AC11;36474-19;8.45;;19.82;2.46;43.38
1016P;2847.96;;AC11;36474-19;8.45;;19.82;8.46;38.62
1016P;2847.96;;AC11;36474-19;8.45;;19.82;19.88;36.39
1016P;2848.16;;AC11;36476-19;5.9;;20.19;0.02;96.79
1016P;2848.16;;AC11;36476-19;5.9;;20.19;0.04;95.87
1016P;2848.16;;AC11;36476-19;5.9;;20.19;0.08;95.15
1016P;2848.16;;AC11;36476-19;5.9;;20.19;0.19;89.84
1016P;2848.16;;AC11;36476-19;5.9;;20.19;0.45;68.8
1016P;2848.16;;AC11;36476-19;5.9;;20.19;1.05;56.35
1016P;2848.16;;AC11;36476-19;5.9;;20.19;2.48;48.81
1016P;2848.16;;AC11;36476-19;5.9;;20.19;8.53;42.49
1016P;2848.16;;AC11;36476-19;5.9;;20.19;20.03;40.37
1016P;2852.92;;AC11;36503-19;5.4;;19.72;0.02;96.88
1016P;2852.92;;AC11;36503-19;5.4;;19.72;0.04;96.01
1016P;2852.92;;AC11;36503-19;5.4;;19.72;0.08;94.9
1016P;2852.92;;AC11;36503-19;5.4;;19.72;0.19;91.07
1016P;2852.92;;AC11;36503-19;5.4;;19.72;0.45;71.28
1016P;2852.92;;AC11;36503-19;5.4;;19.72;1.06;58.2
1016P;2852.92;;AC11;36503-19;5.4;;19.72;2.5;49.54
1016P;2852.92;;AC11;36503-19;5.4;;19.72;8.59;43.36
1016P;2852.92;;AC11;36503-19;5.4;;19.72;20.18;41.15
1016P;2867.48;;AC11;36538-19;45.28;;21.7;0.02;96.32
1016P;2867.48;;AC11;36538-19;45.28;;21.7;0.04;94.26
1016P;2867.48;;AC11;36538-19;45.28;;21.7;0.08;77.84
1016P;2867.48;;AC11;36538-19;45.28;;21.7;0.19;58.97
1016P;2867.48;;AC11;36538-19;45.28;;21.7;0.45;47.34
1016P;2867.48;;AC11;36538-19;45.28;;21.7;1.05;39.53
1016P;2867.48;;AC11;36538-19;45.28;;21.7;2.47;33.13
1016P;2867.48;;AC11;36538-19;45.28;;21.7;8.5;27.74
1016P;2867.48;;AC11;36538-19;45.28;;21.7;19.97;24.95
1016P;2868.95;;AC11;36543-19;0.26;;15.04;0.02;98.35
1016P;2868.95;;AC11;36543-19;0.26;;15.04;0.04;96.9
1016P;2868.95;;AC11;36543-19;0.26;;15.04;0.08;95.4
1016P;2868.95;;AC11;36543-19;0.26;;15.04;0.19;93.9
1016P;2868.95;;AC11;36543-19;0.26;;15.04;0.45;92.15
1016P;2868.95;;AC11;36543-19;0.26;;15.04;1.05;90.36
1016P;2868.95;;AC11;36543-19;0.26;;15.04;2.48;83.15
1016P;2868.95;;AC11;36543-19;0.26;;15.04;8.53;68.86
1016P;2868.95;;AC11;36543-19;0.26;;15.04;20.03;63.6
1016P;2872.42;;AC11;36553-19;8.2;;19.19;0.02;96.31
1016P;2872.42;;AC11;36553-19;8.2;;19.19;0.04;95.33
1016P;2872.42;;AC11;36553-19;8.2;;19.19;0.08;93.61
1016P;2872.42;;AC11;36553-19;8.2;;19.19;0.19;82.46
1016P;2872.42;;AC11;36553-19;8.2;;19.19;0.45;66.4
1016P;2872.42;;AC11;36553-19;8.2;;19.19;1.06;54.95
1016P;2872.42;;AC11;36553-19;8.2;;19.19;2.5;47.04
1016P;2872.42;;AC11;36553-19;8.2;;19.19;8.59;40.46
1016P;2872.42;;AC11;36553-19;8.2;;19.19;20.18;37.42
1032P;2388.62;;AC9;36987-19;5.78;;18.64;0.02;96.17
1032P;2388.62;;AC9;36987-19;5.78;;18.64;0.04;95.24
1032P;2388.62;;AC9;36987-19;5.78;;18.64;0.08;93.69
1032P;2388.62;;AC9;36987-19;5.78;;18.64;0.19;86.54
1032P;2388.62;;AC9;36987-19;5.78;;18.64;0.45;68.8
1032P;2388.62;;AC9;36987-19;5.78;;18.64;1.05;59.14
1032P;2388.62;;AC9;36987-19;5.78;;18.64;2.47;51.35
1032P;2388.62;;AC9;36987-19;5.78;;18.64;8.49;44.34
1032P;2388.62;;AC9;36987-19;5.78;;18.64;19.95;40.22
1032P;2389.05;;AC9;36992-19;11.92;;20.02;0.01;96.75
1032P;2389.05;;AC9;36992-19;11.92;;20.02;0.03;96.08
1032P;2389.05;;AC9;36992-19;11.92;;20.02;0.08;94.08
1032P;2389.05;;AC9;36992-19;11.92;;20.02;0.18;72.99
1032P;2389.05;;AC9;36992-19;11.92;;20.02;0.43;56.18
1032P;2389.05;;AC9;36992-19;11.92;;20.02;1.01;47.46
1032P;2389.05;;AC9;36992-19;11.92;;20.02;2.38;41.39
1032P;2389.05;;AC9;36992-19;11.92;;20.02;8.18;35.66
1032P;2389.05;;AC9;36992-19;11.92;;20.02;19.21;32.34
1032P;2389.35;;AC9;36996-19;22.9;;21.18;0.01;96.04
1032P;2389.35;;AC9;36996-19;22.9;;21.18;0.03;94.55
1032P;2389.35;;AC9;36996-19;22.9;;21.18;0.08;89.07
1032P;2389.35;;AC9;36996-19;22.9;;21.18;0.18;67.66
1032P;2389.35;;AC9;36996-19;22.9;;21.18;0.43;51.57
1032P;2389.35;;AC9;36996-19;22.9;;21.18;1;43.61
1032P;2389.35;;AC9;36996-19;22.9;;21.18;2.36;38.02
1032P;2389.35;;AC9;36996-19;22.9;;21.18;8.09;33.06
1032P;2389.35;;AC9;36996-19;22.9;;21.18;19;30.53
1032P;2390.62;;AC9;37016-19;180.62;;21.25;0.01;97.17
1032P;2390.62;;AC9;37016-19;180.62;;21.25;0.03;79.87
1032P;2390.62;;AC9;37016-19;180.62;;21.25;0.08;54.88
1032P;2390.62;;AC9;37016-19;180.62;;21.25;0.18;39.74
1032P;2390.62;;AC9;37016-19;180.62;;21.25;0.43;33.49
1032P;2390.62;;AC9;37016-19;180.62;;21.25;1.01;28.61
1032P;2390.62;;AC9;37016-19;180.62;;21.25;2.39;25.1
1032P;2390.62;;AC9;37016-19;180.62;;21.25;8.21;21.81
1032P;2390.62;;AC9;37016-19;180.62;;21.25;19.29;19.32
1032P;2391.06;;AC9;37021-19;126.26;;21.11;0.01;96.23
1032P;2391.06;;AC9;37021-19;126.26;;21.11;0.03;81.32
1032P;2391.06;;AC9;37021-19;126.26;;21.11;0.08;61.74
1032P;2391.06;;AC9;37021-19;126.26;;21.11;0.19;45.34
1032P;2391.06;;AC9;37021-19;126.26;;21.11;0.44;37.36
1032P;2391.06;;AC9;37021-19;126.26;;21.11;1.04;31.93
1032P;2391.06;;AC9;37021-19;126.26;;21.11;2.45;28.16
1032P;2391.06;;AC9;37021-19;126.26;;21.11;8.43;24.44
1032P;2391.06;;AC9;37021-19;126.26;;21.11;19.8;22
1032P;2394.88;;AC9;37056-19;326.78;;24.01;0.01;93.05
1032P;2394.88;;AC9;37056-19;326.78;;24.01;0.03;69.75
1032P;2394.88;;AC9;37056-19;326.78;;24.01;0.08;52.49
1032P;2394.88;;AC9;37056-19;326.78;;24.01;0.19;39.94
1032P;2394.88;;AC9;37056-19;326.78;;24.01;0.44;31.65
1032P;2394.88;;AC9;37056-19;326.78;;24.01;1.02;26.8
1032P;2394.88;;AC9;37056-19;326.78;;24.01;2.42;23.58
1032P;2394.88;;AC9;37056-19;326.78;;24.01;8.31;20.22
1032P;2394.88;;AC9;37056-19;326.78;;24.01;19.51;17.89
1032P;2396.52;;AC9;37073-19;201.26;;23.09;0.01;96.15
1032P;2396.52;;AC9;37073-19;201.26;;23.09;0.03;79.27
1032P;2396.52;;AC9;37073-19;201.26;;23.09;0.08;57.6
1032P;2396.52;;AC9;37073-19;201.26;;23.09;0.18;42.21
1032P;2396.52;;AC9;37073-19;201.26;;23.09;0.43;34.62
1032P;2396.52;;AC9;37073-19;201.26;;23.09;1;29.87
1032P;2396.52;;AC9;37073-19;201.26;;23.09;2.37;26.22
1032P;2396.52;;AC9;37073-19;201.26;;23.09;8.12;21.84
1032P;2396.52;;AC9;37073-19;201.26;;23.09;19.07;19.48
1032P;2396.96;;AC9;37077-19;0.19;;15.35;0.01;97.94
1032P;2396.96;;AC9;37077-19;0.19;;15.35;0.03;96.33
1032P;2396.96;;AC9;37077-19;0.19;;15.35;0.08;95.14
1032P;2396.96;;AC9;37077-19;0.19;;15.35;0.18;94.23
1032P;2396.96;;AC9;37077-19;0.19;;15.35;0.43;93.37
1032P;2396.96;;AC9;37077-19;0.19;;15.35;1;90.71
1032P;2396.96;;AC9;37077-19;0.19;;15.35;2.35;84.38
1032P;2396.96;;AC9;37077-19;0.19;;15.35;8.06;70.21
1032P;2396.96;;AC9;37077-19;0.19;;15.35;18.93;64.95
