Fields;Wells;Direction;SampleID;Depth;Zones;Lith Description;Bulk Density Water;Grain Desnsity Water;Bulk Density Kerosin;Grain Desnsity Kerosin;Bulk Density Helium;Grain Desnsity Helium;Bulk Density;Bulk Density Sat;Grain Desnsity;Water Porosity;Kerosin Porosity;Helium Porosity;Porosity;Gas Permeability;Permeability_Kl;Swirr(waterholding capacity);Swirr;Comments;SW;SO
Zapadno-Zimnee;8PO;пар;24619-18;2568.32;AC11;Песчаник неравномерно нефтенасыщенный, мелкозернистый, алевритистый, с редкими слойками углистого материала, с зернами сидерита.;;;;;;;2.188839693;2.383178337;2.685971107;18.50844235;;18.03;18.50844235;3.22;2.864;;46.14068158;;;
Zapadno-Zimnee;8PO;пар;24620-18;2568.78;AC11;Песчаник нефтенасыщенный, мелкозернистый, с зернами сидерита, пятнисто известковистый.;;;;;;;2.171408433;2.369081223;2.675004186;18.82597998;;18.48;18.82597998;8.087;7.464;;37.09474803;;;
Zapadno-Zimnee;8PO;пар;24621-18;2568.94;AC11;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;;;;;;;2.151532115;2.355749835;2.671028674;19.44930671;;19.06;19.44930671;6.521;5.975;;41.22847497;;;
Zapadno-Zimnee;8PO;пар;24622-18;2569.15;AC11;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;;;;;;;2.131927004;2.341888816;2.664787607;19.99636298;;19.69;19.99636298;10.098;9.381;;37.0577454;;;
Zapadno-Zimnee;8PO;пар;24623-18;2569.22;AC11;Песчаник пятнисто нефтенасыщенный, мелкозернистый, алевритистый.;;;;;;;2.154032376;2.35672796;2.669328699;19.30434131;;18.42;19.30434131;4.727;4.27;;;;65.7;
Zapadno-Zimnee;8PO;пар;24624-18;2569.45;AC11;Песчаник мелкозернистый, с обилием зерен сидерита, со стяжениями пирита, известковистый.;;;;;;;2.78468;2.826697246;2.900761;;4.0018;0.31;4.0018;;;;;;;
Zapadno-Zimnee;8PO;пар;24625-18;2569.75;AC11;Песчаник мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.1707475;2.366317095;2.667607403;18.62567566;;17.74;18.62567566;2.263;1.974;;49.01425914;;;
Zapadno-Zimnee;8PO;пар;24626-18;2569.81;AC11;Песчаник мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.176279513;2.369099161;2.665825792;18.36377607;;17.87;18.36377607;1.634;1.434;;;;81;
Zapadno-Zimnee;8PO;пар;24627-18;2569.86;AC11;Песчаник мелкозернистый, алевритистый, с зернами сидерита, с единичной линзочкой глинистого материала.;;;;;;;2.198784188;2.381151794;2.66094652;17.36834351;;16.78;17.36834351;1.213;1.042;;51.83735184;;;
Zapadno-Zimnee;8PO;пар;24628-18;2569.94;AC11;Песчаник тонко-мелкозернистый, алевритистый, с зернами сидерита, со слойками углистого и глинистого материала.;;;;;;;2.319104796;2.456980234;2.669657346;13.13099416;;12.95;13.13099416;0.121;0.088;;69.00164903;;;
Zapadno-Zimnee;8PO;пар;24629-18;2570.16;AC11;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с редкими зернами сидерита.;;;;;;;2.117740789;2.331211726;2.658159683;20.33056543;;19.54;20.33056543;9.798;9.09;;;;57.1;
Zapadno-Zimnee;8PO;пар;24630-18;2570.23;AC11;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с редкими зернами сидерита.;;;;;;;2.12370732;2.334833944;2.658199378;20.10729754;;19.71;20.10729754;7.648;7.046;;37.32091691;;;
Zapadno-Zimnee;8PO;пар;24631-18;2570.23;AC11;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с редкими зернами сидерита.;;;;;;;2.123935286;2.335530573;2.659970794;20.15193211;;19.7;20.15193211;8.185;7.566;;33.24893294;;;
Zapadno-Zimnee;8PO;пар;24632-18;2570.3;AC11;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с редкими зернами сидерита.;;;;;;;2.131801776;2.3398401;2.658543648;19.81317374;;19.12;19.81317374;7.241;6.665;;33.77569607;;;
Zapadno-Zimnee;8PO;пар;24633-18;2570.67;AC11;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с редкими зернами сидерита.;;;;;;;2.120722907;2.334097747;2.661597043;20.32141335;;19.71;20.32141335;13.203;12.375;;35.25683938;;;
Zapadno-Zimnee;8PO;пар;24634-18;2570.67;AC11;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с редкими зернами сидерита.;;;;;;;2.122495442;2.335196514;2.661678093;20.25724492;;19.73;20.25724492;13.358;12.525;;35.49014728;;;
Zapadno-Zimnee;8PO;пар;24635-18;2570.76;AC11;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с редкими зернами сидерита.;;;;;;;2.11930169;2.332600903;2.659572943;20.31421074;;19.55;20.31421074;13.889;13.028;;;;57.2;
Zapadno-Zimnee;8PO;пар;24637-18;2570.84;AC11;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с редкими зернами сидерита.;;;;;;;2.13176278;2.339710654;2.65820945;19.80455941;;19.12;19.80455941;12.483;11.682;;35.40548366;;;
Zapadno-Zimnee;8PO;пар;24636-18;2570.84;AC11;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с редкими зернами сидерита.;;;;;;;2.12410871;2.334443442;2.656194357;20.03187928;;19.54;20.03187928;12.409;11.609;;31.32611954;;;
Zapadno-Zimnee;8PO;пар;24638-18;2571.06;AC11;Песчаник мелкозернистый, алевритистый, с зернами сидерита, со слабо выраженными слойками углистого материала.;;;;;;;2.18368032;2.376765541;2.675720376;18.38906862;;17.99;18.38906862;2.699;2.378;;44.08319969;;;
Zapadno-Zimnee;8PO;пар;24639-18;2571.43;AC11;Песчаник тонко-мелкозернистый, алевритистый, с тонкими слойками углистого материала, с зернами сидерита.;;;;;;;2.203555274;2.388790593;2.675563758;17.64145902;;17.27;17.64145902;1.973;1.722;;47.54707113;;;
Zapadno-Zimnee;8PO;пар;24640-18;2571.78;AC11;Песчаник мелкозернистый, алевритистый, с редкими зернами сидерита.;;;;;;;2.202528563;2.383172402;2.660192791;17.20417518;;16.54;17.20417518;2.518;2.215;;47.91048368;;;
Zapadno-Zimnee;8PO;пар;24641-18;2571.94;AC11;Песчаник мелкозернистый, алевритистый, с редкими зернами сидерита.;;;;;;;2.155216568;2.354260419;2.659334912;18.95655723;;18.5;18.95655723;6.177;5.651;;40.14305193;;;
Zapadno-Zimnee;8PO;пар;24642-18;2572.37;AC11;Песчаник мелкозернистый, алевритистый, с зернами сидерита, известковый.;;;;;;;2.626083;2.660219729;2.714327;;3.251;1.96;3.251;;;;;;;
Zapadno-Zimnee;8PO;пар;24643-18;2572.82;AC11;Песчаник мелкозернистый, алевритистый, с зернами сидерита, известковый.;;;;;;;2.626448;2.659823002;2.712671;;3.1785;1.04;3.1785;;;;;;;
Zapadno-Zimnee;8PO;пар;24644-18;2573.22;AC11;Песчаник мелкозернистый, алевритистый, с единичными слойками углистого материала, с зернами сидерита, известковистый.;;;;;;;2.537025;2.602607711;2.706046;;6.2461;3.18;6.2461;;;;;;;
Zapadno-Zimnee;8PO;пар;24645-18;2573.39;AC11;Песчаник мелкозернистый, алевритистый, с зернами сидерита, известковистый.;;;;;;;2.493468;2.575837045;2.70572;;7.8445;7.62;7.8445;0.084;0.059;;;;;
Zapadno-Zimnee;8PO;пар;24646-18;2575.72;AC11;Песчаник мелкозернистый, алевритистый, с редкими зернами сидерита.;;;;;;;2.21820859;2.394726475;2.666475911;16.81122711;;16.4;16.81122711;1.307;1.118;;51.76883319;;;
Zapadno-Zimnee;8PO;пар;24647-18;2575.87;AC11;Песчаник мелкозернистый, алевритистый, с редкими зернами сидерита.;;;;;;;2.210774803;2.387386108;2.657824124;16.82012429;;16.29;16.82012429;2.599;2.284;;41.77353641;;;
Zapadno-Zimnee;8PO;пар;24648-18;2576.25;AC11;Песчаник мелкозернистый, алевритистый, с редкими зернами сидерита.;;;;;;;2.159299531;2.356606012;2.658944224;18.79109343;;18.26;18.79109343;5.324;4.838;;41.72956761;;;
Zapadno-Zimnee;8PO;пар;24649-18;2576.47;AC11;Песчаник мелкозернистый, алевритистый, с редкими зернами сидерита.;;;;;;;2.173446762;2.366707742;2.663727282;18.40580766;;17.74;18.40580766;3.05;2.701;;41.34274724;;;
Zapadno-Zimnee;8PO;пар;24650-18;2576.65;AC11;Песчаник мелкозернистый, алевритистый, с редкими зернами сидерита.;;;;;;;2.181611771;2.373136999;2.668328103;18.24049791;;17.71;18.24049791;2.684;2.361;;45.35766719;;;
Zapadno-Zimnee;8PO;пар;24651-18;2577.05;AC11;Песчаник мелкозернистый, алевритистый, с редкими зернами сидерита, доломитистый?;;;;;;;2.166217002;2.366030081;2.675326796;19.02981701;;18.66;19.02981701;2.466;2.164;;42.89854384;;;
Zapadno-Zimnee;8PO;пар;24652-18;2577.25;AC11;Песчаник мелкозернистый, алевритистый, с редкими зернами сидерита, доломитистый?;;;;;;;2.175086193;2.36818898;2.665244405;18.39074163;;17.95;18.39074163;2.201;1.922;;48.99535927;;;
Zapadno-Zimnee;8PO;пар;24653-18;2577.58;AC11;Песчаник мелко-тонкозернистый, алевритистый, с редкими зернами сидерита, известковый.;;;;;;;2.659439;2.715475942;2.80937;;5.3368;0.4;5.3368;;;;;;;
Zapadno-Zimnee;8PO;пар;24654-18;2578.02;AC11;Песчаник мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.164748263;2.361705908;2.664563678;18.75787089;;18.25;18.75787089;1.959;1.706;;44.95336279;;;
Zapadno-Zimnee;8PO;пар;24655-18;2578.33;AC11;Песчаник мелкозернистый, алевритистый, с редкими зернами сидерита.;;;;;;;2.124921717;2.332429671;2.648295393;19.76266233;;19.3;19.76266233;23.882;22.704;;30.44837148;;;
Zapadno-Zimnee;8PO;кус;24656-18;2578.7;AC11;Алевролит мелкозернистый, глинистый, с зернами сидерита, с прослоем алевролита разнозернистого.;;;;;;;2.484359;2.576294655;2.722758;;8.7558;;8.7558;;;;;;;
Zapadno-Zimnee;8PO;кус;24657-18;2579.26;AC11;Алевролит мелкозернистый, глинистый, с зернами сидерита.;;;;;;;2.47013;2.564086724;2.712885;;8.9482;;8.9482;;;;;;;
Zapadno-Zimnee;8PO;пар;24658-18;2579.5;AC11;Алевролит мелкозернистый, глинистый, с зернами сидерита, со слойками аргиллита.;;;;;;;2.442376301;2.547198692;2.713241502;9.983084855;;5.72;9.983084855;0.262;0.201;;68.32950295;;;
Zapadno-Zimnee;8PO;пар;24659-18;2579.99;AC11;Алевролит мелкозернистый, глинистый, с зернами сидерита, со слойками аргиллита.;;;;;;;2.433368149;2.539215317;2.706168397;10.08068264;;6.57;10.08068264;0.157;0.118;;75.80451821;;;
Zapadno-Zimnee;8PO;пар;24660-18;2580.49;AC11;Алевролит мелкозернистый, глинистый, с зернами сидерита, со слойками аргиллита.;;;;;;;2.487727;2.57673899;2.718157;;8.4775;5.13;8.4775;0.072;0.049;;;;;
Zapadno-Zimnee;8PO;пар;24661-18;2580.78;AC11;Алевролит мелкозернистый, глинистый, с зернами сидерита, со слойками аргиллита.;;;;;;;2.50646;2.595652624;2.73914;;8.4947;3.67;8.4947;0.042;0.026;;;;;
Zapadno-Zimnee;8PO;пар;24662-18;2581.02;AC11;Алевролит мелкозернистый, глинистый, с зернами сидерита, со слойками аргиллита.;;;;;;;2.49039;2.576316005;2.712353;;8.1834;0.93;8.1834;;;;;;;
Zapadno-Zimnee;8PO;пар;24663-18;2581.48;AC11;Алевролит мелкозернистый, глинистый, с зернами сидерита, со слойком алевролита крупнозернистого.;;;;;;;2.502057;2.588308618;2.725984;;8.2146;;8.2146;;;;;;;
Zapadno-Zimnee;8PO;пар;24664-18;2581.93;AC11;Алевролит мелкозернистый, глинистый, с зернами сидерита, со слойками аргиллита.;;;;;;;2.48390084;2.566730969;2.696626477;7.888583687;;3.12;7.888583687;0.3;0.228;;67.47625899;;;
Zapadno-Zimnee;8PO;пар;24665-18;2582.35;AC11;Алевролит мелкозернистый, глинистый, с зернами сидерита, со слойками аргиллита.;;;;;;;2.504774;2.592665546;2.733596;;8.3708;3.56;8.3708;0.149;0.109;;;;;
Zapadno-Zimnee;8PO;пар;24666-18;2582.49;AC11;Алевролит мелкозернистый, глинистый, с зернами сидерита, со слойком алевролита крупнозернистого.;;;;;;;2.479565;2.57279623;2.721184;;8.8792;4.05;8.8792;0.074;0.051;;;трещина;;
Zapadno-Zimnee;8PO;пар;24667-18;2582.92;AC11;Алевролит мелкозернистый, глинистый, с зернами сидерита, со слойками аргиллита алевритистого.;;;;;;;2.48185;2.572936613;2.717601;;8.675;5.16;8.675;0.178;0.134;;;трещина;;
Zapadno-Zimnee;8PO;пар;24668-18;2583.23;AC11;Алевролит мелкозернистый, глинистый, с зернами сидерита, со слойком алевролита крупнозернистого.;;;;;;;2.496928;2.582779049;2.719263;;8.1763;4.51;8.1763;49.999;48.198;;;трещина;;
Zapadno-Zimnee;8PO;пар;24669-18;2583.61;AC11;Песчаник мелкозернистый, алевритистый, с редкими слойками углистого материала, с обилием зернами сидерита.;;;;;;;2.316306855;2.464898671;2.69813636;14.15160145;;13.6;14.15160145;0.141;0.103;;78.09062211;;;
Zapadno-Zimnee;8PO;пар;24670-18;2583.88;AC11;Песчаник мелкозернистый, алевритистый, с редкими зернами сидерита, с прослоем аргиллита алевритистого.;;;;;;;2.403424;2.527205747;2.72462;;11.7886;9.21;11.7886;0.293;0.229;;;;;
Zapadno-Zimnee;8PO;пар;24671-18;2584.26;AC11;Алевролит мелкозернистый, глинистый, с зернами сидерита, со слойком алевролита крупнозернистого.;;;;;;;2.477808;2.567938576;2.71047;;8.5838;7.6;8.5838;45.607;43.896;;;трещина;;
Zapadno-Zimnee;8PO;пар;24672-18;2584.54;AC11;Алевролит мелкозернистый, глинистый, с зернами сидерита, со слойками аргиллита алевритистого.;;;;;;;2.475179507;2.560832964;2.695025456;8.15747208;;2.43;8.15747208;0.172;0.13;;62.8375655;;;
Zapadno-Zimnee;8PO;пар;24673-18;2584.93;AC11;Алевролит разнозернистый, глинистый, с зернами сидерита, со слойками аргиллита алевритистого.;;;;;;;2.484361;2.573632016;2.715208;;8.502;1.37;8.502;;;;;;;
Zapadno-Zimnee;8PO;пар;24674-18;2585.32;AC11;Алевролит мелкозернистый, глинистый, с зернами сидерита, со слойками аргиллита алевритистого.;;;;;;;2.511975001;2.584426926;2.698152469;6.900183354;;1.77;6.900183354;0.12;0.087;;79.58808385;;;
Zapadno-Zimnee;8PO;пар;24675-18;2585.44;AC11;Песчаник мелкозернистый, алевритистый, со слойком углисто-глинистого материала, с зернами сидерита.;;;;;;;2.304648781;2.450971156;2.67781469;13.93546424;;13.38;13.93546424;0.159;0.118;;67.83764691;;;
Zapadno-Zimnee;8PO;пар;24676-18;2585.85;AC11;Песчаник мелкозернистый, алевритистый, с обилием углистого материала, ориентированного в слойки, с зернами сидерита, известковистый.;;;;;;;2.357792697;2.478615648;2.664381707;11.50694772;;10.82;11.50694772;0.091;0.064;;76.24206055;;;
Zapadno-Zimnee;8PO;пар;24677-18;2586.15;AC11;Алевролит мелкозернистый, глинистый, с зернами сидерита, со слойком песчаника мелкозернистого.;;;;;;;2.481130351;2.563166157;2.691408303;7.812933923;;2.2;7.812933923;0.128;0.093;;70.28436019;;;
Zapadno-Zimnee;8PO;кус;24678-18;2586.62;AC11;Алевролит мелкозернистый, глинистый, с зернами сидерита, со слойком алевролита крупнозернистого.;;;;;;;2.485585;2.577982594;2.725414;;8.7997;;8.7997;;;;;;;
Zapadno-Zimnee;8PO;кус;24679-18;2586.98;AC11;Алевролит разнозернистый, глинистый, с зернами сидерита, со слойками аргиллита алевритистого.;;;;;;;2.474322;2.566638547;2.712835;;8.792;;8.792;;;;;;;
Zapadno-Zimnee;8PO;пар;24680-18;2587.36;AC11;Алевролит крупнозернистый, глинистый, с зернами сидерита.;;;;;;;2.454584;2.55237072;2.706655;;9.313;2.49;9.313;0.051;0.033;;;;;
Zapadno-Zimnee;8PO;пар;24681-18;2587.6;AC11;Алевролит крупнозернистый, глинистый, с зернами сидерита.;;;;;;;2.45068;2.548465899;2.702351;;9.3131;2.63;9.3131;0.063;0.042;;;;;
Zapadno-Zimnee;8PO;пар;24682-18;2587.98;AC11;Алевролит мелкозернистый, глинистый, с зернами сидерита, с тонкими слойками аргиллита.;;;;;;;2.498075;2.582173007;2.715572;;8.0092;1.99;8.0092;0.068;0.046;;;;;
Zapadno-Zimnee;8PO;пар;24683-18;2588.18;AC11;Алевролит мелкозернистый, глинистый, с зернами сидерита, с редкими линзочками песчаника мелкозернистого.;;;;;;;2.49512;2.582180493;2.720709;;8.2916;;8.2916;;;;;;;
Zapadno-Zimnee;8PO;кус;24684-18;2588.57;AC11;Алевролит мелкозернистый, глинистый, с зернами сидерита, со слойком алевролита крупнозернистого.;;;;;;;2.489355;2.58794765;2.747321;;9.3897;;9.3897;;;;;;;
Zapadno-Zimnee;8PO;пар;24685-18;2589.06;AC11;Алевролит разнозернистый, глинистый, с зернами сидерита, со слойками аргиллита алевритистого.;;;;;;;2.502889;2.588945018;2.726334;;8.1958;0.28;8.1958;;;;;;;
Zapadno-Zimnee;8PO;кус;24686-18;2589.26;AC11;Алевролит разнозернистый, глинистый, с зернами сидерита.;;;;;;;2.478651;2.567891789;2.70888;;8.499;;8.499;;;;;;;
Zapadno-Zimnee;8PO;пар;24687-18;2589.71;AC11;Алевролит разнозернистый, глинистый, с зернами сидерита, со слойком алевролита крупнозернистого.;;;;;;;2.472845;2.566425454;2.714799;;8.9124;0.54;8.9124;;;;;;;
Zapadno-Zimnee;8PO;кус;24688-18;2589.97;AC11;Песчаник мелкозернистый, алевритистый, с редкими слойками углисто-глинистого и углистого материала, с зернами сидерита.;;;;;;;2.312651;2.463473562;2.70056;;14.364;;14.364;;;;;;;
Zapadno-Zimnee;8PO;кус;24689-18;2590.28;AC11;Алевролит разнозернистый, глинистый, с зернами сидерита.;;;;;;;2.470764;2.566328632;2.718154;;9.1014;;9.1014;;;;;;;
Zapadno-Zimnee;8PO;пар;24690-18;2590.72;AC11;Песчаник мелкозернистый, алевритистый, с редкими слойками глинисто-углистого материала, с зернами сидерита, известковистый.;;;;;;;2.357777301;2.481698503;2.673278096;11.80201924;;11.09;11.80201924;0.125;0.092;;74.63586326;;;
Zapadno-Zimnee;8PO;пар;24691-18;2591.05;AC11;Песчаник мелкозернистый, алевритистый, со слойками углистого материала, с зернами сидерита.;;;;;;;2.263831171;2.423814094;2.670760809;15.23646882;;14.81;15.23646882;0.482;0.389;;59.32656962;;;
Zapadno-Zimnee;8PO;кус;24692-18;2591.31;AC11;Аргиллит алевритовый.;;;;;;;2.494974;2.581076538;2.717843;;8.2002;;8.2002;;;;;;;
Zapadno-Zimnee;8PO;пар;24693-18;2591.68;AC11;Аргиллит алевритовый, с тонкими слойками алевролита.;;;;;;;2.500662;2.584712512;2.718251;;8.0047;0.33;8.0047;;;;;;;
Zapadno-Zimnee;8PO;пар;24694-18;2592;AC11;Аргиллит алевритовый, с тонкими слойками алевролита.;;;;;;;2.514659;2.597540255;2.730164;;7.8935;0.65;7.8935;;;;;;;
Zapadno-Zimnee;8PO;кус;24695-18;2592.55;AC11;Аргиллит алевритовый.;;;;;;;2.517552;2.602081663;2.73797;;8.0504;;8.0504;;;;;;;
Zapadno-Zimnee;8PO;пар;24696-18;2592.89;AC11;Песчаник мелкозернистый, алевритистый.;;;;;;;2.135272993;2.339989313;2.652407347;19.49679239;;18.93;19.49679239;9.295;8.623;;34.83701638;;;
Zapadno-Zimnee;8PO;пар;24697-18;2593.32;AC11;Песчаник мелкозернистый, алевритистый, со слойками углистого и глинистого материала, с зернами сидерита.;;;;;;;2.206813658;2.384812967;2.657284982;16.9523151;;16.77;16.9523151;1.426;1.231;;51.30127004;;;
Zapadno-Zimnee;8PO;пар;24698-18;2623.38;AC12;Алевролит мелкозернистый, глинистый,;;;;;;;2.497231;2.586182309;2.728365;;8.4715;0.4;8.4715;;;;;;;
Zapadno-Zimnee;8PO;пар;24699-18;2623.76;AC12;Песчаник мелкозернистый, с частыми слойками углистого материала, с редкими зернами сидерита.;;;;;;;2.343189428;2.4695743;2.663824818;12.03665451;;11.02;12.03665451;0.264;0.206;;66.06392231;;;
Zapadno-Zimnee;8PO;пар;24700-18;2623.99;AC12;Песчаник мелкозернистый, с частыми слойками углистого материала, с зернами сидерита, известковистый.;;;;;;;2.435300013;2.536259505;2.694368672;9.615189717;;7.6;9.615189717;0.216;0.168;;63.27391045;;;
Zapadno-Zimnee;8PO;пар;24701-18;2624.48;AC12;Алевролит мелкозернистый, глинистый, с зернами сидерита.;;;;;;;2.507461;2.592864035;2.729465;;8.1336;0.9;8.1336;0.007;;;;;;
Zapadno-Zimnee;8PO;пар;24702-18;2624.81;AC12;Алевролит мелкозернистый, глинистый, с зернами сидерита.;;;;;;;2.498302;2.581149315;2.712307;;7.8901;0.99;7.8901;0.007;;;;;;
Zapadno-Zimnee;8PO;кус;24703-18;2625.12;AC12;Алевролит мелкозернистый, глинистый, с зернами сидерита.;;;;;;;2.491738;2.581530096;2.724746;;8.5515;;8.5515;;;;;;;
Zapadno-Zimnee;8PO;пар;24704-18;2625.42;AC12;Алевролит мелкозернистый, глинистый, с зернами сидерита.;;;;;;;2.503826;2.587387071;2.720314;;7.9582;0.52;7.9582;;;;;;;
Zapadno-Zimnee;8PO;кус;24705-18;2625.67;AC12;Алевролит мелкозернистый, глинистый, с зернами сидерита.;;;;;;;2.496688;2.585423055;2.727158;;8.4509;;8.4509;;;;;;;
Zapadno-Zimnee;8PO;пар;24706-18;2625.91;AC12;Песчаник мелкозернистый, с тонкими слойками углистого материала, с зернами сидерита, известковистый.;;;;;;;2.488035;2.57922552;2.724667;;8.6848;5.15;8.6848;0.041;0.026;;;;;
Zapadno-Zimnee;8PO;пар;24707-18;2626.39;AC12;Алевролит мелкозернистый, глинистый, с зернами сидерита, с прослоем алевролита крупнозернистого.;;;;;;;2.519917;2.611304356;2.760147;;8.7035;6.18;8.7035;39.577;38.013;;;трещина;;
Zapadno-Zimnee;8PO;пар;24708-18;2626.83;AC12;Алевролит мелкозернистый, глинистый, с зернами сидерита, с прослоем алевролита крупнозернистого.;;;;;;;2.494323;2.583144698;2.724823;;8.4593;1.04;8.4593;0.02;0.012;;;;;
Zapadno-Zimnee;8PO;кус;24709-18;2627.28;AC12;Алевролит мелкозернистый, глинистый, с зернами сидерита.;;;;;;;2.46993;2.559525635;2.70035;;8.533;;8.533;;;;;;;
Zapadno-Zimnee;8PO;пар;24710-18;2627.78;AC12;Алевролит мелкозернистый, глинистый, пятнисто сидеритизированный.;;;;;;;2.524494;2.622327465;2.78388;;9.3174;0.48;9.3174;0.012;0.006;;;;;
Zapadno-Zimnee;8PO;пар;24711-18;2628.05;AC12;Алевролит мелкозернистый, глинистый, пятнисто сидеритизированный.;;;;;;;2.505097;2.593275835;2.734764;;8.3981;0.41;8.3981;;;;;;;
Zapadno-Zimnee;8PO;кус;24712-18;2628.46;AC12;Алевролит мелкозернистый, глинистый, с зернами сидерита, со слойками алевролита крупнозернистого.;;;;;;;2.482599;2.569408512;2.706347;;8.2675;;8.2675;;;;;;;
Zapadno-Zimnee;8PO;пар;24713-18;2628.8;AC12;Алевролит мелкозернистый, глинистый, неравномерно сидеритизированный, с прослоями алевролита крупнозернистого.;;;;;;;2.491183;2.578827032;2.71806;;8.347;1.08;8.347;0.019;0.011;;;;;
Zapadno-Zimnee;8PO;кус;24714-18;2629.13;AC12;Алевролит мелкозернистый, глинистый, неравномерно сидеритизированный, с прослоями алевролита крупнозернистого.;;;;;;;2.473894;2.567350539;2.715597;;8.9005;;8.9005;;;;;;;
Zapadno-Zimnee;8PO;пар;24715-18;2629.42;AC12;Алевролит мелкозернистый, глинистый, с зернами сидерита.;;;;;;;2.477855;2.565914104;2.704686;;8.3866;1.2;8.3866;;;;;;;
Zapadno-Zimnee;8PO;пар;24716-18;2629.8;AC12;Алевролит мелкозернистый, глинистый, неравномерно сидеритизированный, с прослоями алевролита крупнозернистого.;;;;;;;2.490127;2.577418072;2.715912;;8.3134;0.29;8.3134;0.013;0.007;;;;;
Zapadno-Zimnee;8PO;пар;24717-18;2630.14;AC12;Алевролит мелкозернистый, глинистый, с тонкими слойками алевролита крупнозернистого.;;;;;;;2.536305;2.62367852;2.766513;;8.3212;0.84;8.3212;;;;;;;
Zapadno-Zimnee;8PO;пар;24718-18;2630.6;AC12;Алевролит крупнозернистый, неравномерно глинистый, известковистый.;;;;;;;2.475378;2.565395382;2.707494;;8.5731;2.22;8.5731;0.005;;;;;;
Zapadno-Zimnee;8PO;пар;24719-18;2631;AC12;Алевролит мелкозернистый, глинистый, неравномерно сидеритизированный, с линзочками песчаника мелкозернистого.;;;;;;;2.486144;2.573761518;2.712486;;8.3444;1.59;8.3444;;;;;;;
Zapadno-Zimnee;8PO;пар;24720-18;2631.33;AC12;Алевролит мелкозернистый, глинистый, с линзочками и слойками алевролита крупнозернистого.;;;;;;;2.465196;2.554000438;2.692955;;8.4576;4.58;8.4576;0.045;0.029;;;;;
Zapadno-Zimnee;8PO;пар;24721-18;2631.75;AC12;Алевролит мелкозернистый, глинистый, неравномерно сидеритизированный, с линзочками и слойками алевролита крупнозернистого.;;;;;;;2.47215;2.557379797;2.690548;;8.1173;4.24;8.1173;22.894;21.752;;;трещина;;
Zapadno-Zimnee;8PO;пар;24722-18;2631.94;AC12;Песчаник мелкозернистый, с линзочками глинистого материала, известковистый.;;;;;;;2.553318;2.612917783;2.706969;;5.6761;2.55;5.6761;;;;;;;
Zapadno-Zimnee;8PO;пар;24723-18;2632.4;AC12;Алевролит мелкозернистый, глинистый, с тонкими слойками алевролита крупнозернистого.;;;;;;;2.519403;2.60689786;2.748426;;8.3329;5.71;8.3329;0.04;0.026;;;;;
Zapadno-Zimnee;8PO;пар;24724-18;2632.64;AC12;Алевролит мелкозернистый, глинистый, с тонкими слойками алевролита крупнозернистого.;;;;;;;2.516213;2.598379348;2.729833;;7.8254;;7.8254;;;;;;;
Zapadno-Zimnee;8PO;кус;24725-18;2633.03;AC12;Алевролит мелкозернистый, глинистый, с тонкими редкими слойками алевролита крупнозернистого.;;;;;;;2.515002;2.597057392;2.728204;;7.8147;1.11;7.8147;;;;;;;
Zapadno-Zimnee;8PO;пар;24726-18;2633.31;AC12;Алевролит мелкозернистый, глинистый, с единичным слойком алевролита крупнозернистого.;;;;;;;2.524874;2.610089887;2.747887;;8.1158;3.68;8.1158;;;;;;;
Zapadno-Zimnee;8PO;пар;24727-18;2633.55;AC12;Переслаивание алевролита мелкозернистого, глинистого и алевролита крупнозернистого, известковистого.;;;;;;;2.631162;2.722609047;2.882175;;8.7091;1.21;8.7091;0.368;0.288;;;трещина;;
Zapadno-Zimnee;8PO;пар;24728-18;2634.08;AC12;Алевролит разнозернистый, неравномерно глинистый, с  линзочками алевролита крупнозернистого.;;;;;;;2.474397;2.56267724;2.701535;;8.4078;0.97;8.4078;;;;;;;
Zapadno-Zimnee;8PO;пар;24729-18;2634.55;AC12;Алевролит мелкозернистый, глинистый, неравномерно сидеритизированный.;;;;;;;2.48865;2.57674694;2.716576;;8.3902;0.13;8.3902;0.005;;;;;;
Zapadno-Zimnee;8PO;пар;24730-18;2635.06;AC12;Алевролит мелкозернистый, глинистый, с тонким слойком алевролита крупнозернистого.;;;;;;;2.517052;2.595196192;2.719441;;7.4423;1.07;7.4423;0.033;0.021;;;;;
Zapadno-Zimnee;8PO;пар;24731-18;2635.35;AC12;Алевролит мелкозернистый, глинистый.;;;;;;;2.51671;2.5979943;2.727888;;7.7415;1.47;7.7415;0.045;0.029;;;;;
