Fields;Wells;Direction;SampleID;Depth;Zones;Lith Description;Bulk Density Water;Grain Desnsity Water;Bulk Density Kerosin;Grain Desnsity Kerosin;Bulk Density Helium;Grain Desnsity Helium;Bulk Density;Bulk Density Sat;Grain Desnsity;Water Porosity;Kerosin Porosity;Helium Porosity;Porosity;Gas Permeability;Permeability_Kl;Swirr(waterholding capacity);Swirr;Comments;SW;SO
Zapadno-Zimnee;3PO;пар;25291-18;2634.07;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.188218656;2.380065391;2.677411696;18.27111763;;17.76;18.27111763;3.175;2.816;;;;55.9;
Zapadno-Zimnee;3PO;пар;25292-18;2634.25;AC12;Песчаник мелко-тонкозернистый, с тонкими слойками углистого, частично сидеритизированного материала.;;;;;;;2.366951461;2.488853891;2.67784241;11.60975523;;10.66;11.60975523;0.036;0.019;;81.40167925;;;
Zapadno-Zimnee;3PO;кус;25293-18;2634.75;AC12;Аргиллит алевритистый, с линзами песчаного материала и частично открытой трещиной.;;;;;;;2.50828;2.585555587;2.707546;;7.3597;;7.3597;;;;;;;
Zapadno-Zimnee;3PO;пар;25294-18;2635.05;AC12;"Переслаивание песчаника мелко-тонкозернистого и аргиллита алевритистого; с тонкими слойками углистого, частично сидеритизированного материала.";;;;;;;2.444903;2.54547863;2.703899;;9.5786;9.45;9.5786;0.106;0.07;;;;;
Zapadno-Zimnee;3PO;кус;25295-18;2635.74;AC12;Аргиллит алевритистый, с линзами песчаного материала и частично открытой трещиной.;;;;;;;2.472985;2.556071835;2.685488;;7.913;;7.913;;;;;;;
Zapadno-Zimnee;3PO;пар;25296-18;2636.18;AC12;Песчаник нефтенасыщенный, мелко-тонкозернистый, алевритовый, с тонкими слойками углистого сидеритизированного материала и редкими интракластами аргиллита.;;;;;;;2.206518649;2.396340963;2.693448828;18.0783156;;17.37;18.0783156;1.712;1.454;;;;59.7;
Zapadno-Zimnee;3PO;пар;25297-18;2636.26;AC12;Песчаник нефтенасыщенный, мелко-тонкозернистый, алевритовый, с зернами сидерита.;;;;;;;2.203544656;2.396261737;2.698901187;18.35400766;;17.84;18.35400766;1.682;1.448;;;;;
Zapadno-Zimnee;3PO;пар;25298-18;2636.26;AC12;Песчаник нефтенасыщенный, мелко-тонкозернистый, алевритовый, с зернами сидерита.;;;;;;;2.192337955;2.390042027;2.700886837;18.82895926;;18.06;18.82895926;1.657;1.427;;44.56702696;;;
Zapadno-Zimnee;3PO;пар;25299-18;2636.36;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.178835644;2.3763057;2.683515625;18.80667199;;18.8;18.80667199;2.452;2.159;;;;;
Zapadno-Zimnee;3PO;пар;25300-18;2636.36;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.189236;2.386715926;2.696358;;18.8077;18.76;18.8077;2.586;2.299;;;;;
Zapadno-Zimnee;3PO;пар;25301-18;2636.5;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.165119548;2.364125848;2.671436375;18.95298096;;18.91;18.95298096;4.137;3.715;;;;53.3;
Zapadno-Zimnee;3PO;пар;25302-18;2636.65;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.218104458;2.401180431;2.686521089;17.43580694;;16.92;17.43580694;0.814;0.66;;;;;
Zapadno-Zimnee;3PO;пар;25303-18;2636.65;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.203414685;2.391688164;2.684825594;17.93080752;;17.63;17.93080752;1.602;1.371;;47.07893101;;;
Zapadno-Zimnee;3PO;пар;25304-18;2636.72;AC12;Песчаник полосчато нефтенасыщенный, мелко-тонкозернистый, алевритовый, с зернами сидерита.;;;;;;;2.23127318;2.405170686;2.674158397;16.56166731;;15.83;16.56166731;0.65;0.51;;;;67.6;
Zapadno-Zimnee;3PO;пар;25305-18;2636.9;AC12;Песчаник нефтенасыщенный, мелко-тонкозернистый, алевритовый, с зернами сидерита.;;;;;;;2.195324664;2.386181915;2.683012688;18.17688104;;17.86;18.17688104;1.52;1.296;;;;;
Zapadno-Zimnee;3PO;пар;25306-18;2636.9;AC12;Песчаник нефтенасыщенный, мелко-тонкозернистый, алевритовый, с зернами сидерита.;;;;;;;2.187751971;2.381528137;2.682872723;18.45487292;;18.34;18.45487292;1.648;1.419;;;;;
Zapadno-Zimnee;3PO;пар;25307-18;2636.97;AC12;Песчаник нефтенасыщенный, мелко-тонкозернистый, алевритовый, с зернами сидерита.;;;;;;;2.201412851;2.389905368;2.683068387;17.95166826;;17.4;17.95166826;1.7;1.443;;;;45.3;
Zapadno-Zimnee;3PO;пар;25308-18;2637.07;AC12;Песчаник нефтенасыщенный, мелко-тонкозернистый, алевритовый, с зернами сидерита.;;;;;;;2.18531762;2.377192488;2.673949772;18.27379695;;17.7;18.27379695;1.965;1.706;;38.1532089;;;
Zapadno-Zimnee;3PO;пар;25309-18;2637.07;AC12;Песчаник нефтенасыщенный, мелко-тонкозернистый, алевритовый, с зернами сидерита.;;;;;;;2.182695204;2.375496694;2.673628031;18.36204669;;17.75;18.36204669;2.075;1.803;;;;;
Zapadno-Zimnee;3PO;пар;25310-18;2637.24;AC12;Песчаник неравномерно нефтенасыщенный, мелко-тонкозернистый, алевритовый, с зернами сидерита.;;;;;;;2.236111921;2.411410766;2.684251076;16.69512805;;15.93;16.69512805;0.652;0.512;;;;57.5;
Zapadno-Zimnee;3PO;пар;25311-18;2637.42;AC12;Песчаник нефтенасыщенный, мелко-тонкозернистый, алевритовый, с зернами сидерита.;;;;;;;2.238740893;2.413376998;2.68537228;16.63201001;;15.93;16.63201001;0.707;0.575;;;;;
Zapadno-Zimnee;3PO;пар;25312-18;2637.61;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.217185644;2.400516037;2.686196572;17.46003746;;16.85;17.46003746;1.391;1.165;;;;57.3;
Zapadno-Zimnee;3PO;пар;25313-18;2637.68;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита и частично открытой трещиной.;;;;;;;2.224161245;2.404301396;2.684765034;17.15620485;;16.39;17.15620485;2.163;1.884;;;;;
Zapadno-Zimnee;3PO;пар;25314-18;2637.91;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.18564108;2.377579058;2.674542253;18.27980744;;17.81;18.27980744;3.364;3.021;;;;;
Zapadno-Zimnee;3PO;пар;25315-18;2638.02;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.15707579;2.358603508;2.669420825;19.19311601;;18.27;19.19311601;5.274;4.808;;;;;
Zapadno-Zimnee;3PO;пар;25316-18;2638.02;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.154793498;2.35762256;2.670692621;19.31705352;;18.44;19.31705352;7.596;6.964;;;;;
Zapadno-Zimnee;3PO;пар;25317-18;2638.11;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.171641851;2.369008849;2.674332261;18.79685699;;18.66;18.79685699;5.112;4.632;;;;57.4;
Zapadno-Zimnee;3PO;пар;25318-18;2638.21;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.180796585;2.377381762;2.683145818;18.72239777;;18.14;18.72239777;3.67;3.288;;;;;
Zapadno-Zimnee;3PO;пар;25319-18;2638.21;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.177341184;2.37522951;2.682991342;18.84650724;;18.44;18.84650724;3.441;3.07;;;;;
Zapadno-Zimnee;3PO;пар;25320-18;2638.42;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.229127268;2.406320367;2.681674068;16.87553327;;16.64;16.87553327;1.097;0.903;;;;57.1;
Zapadno-Zimnee;3PO;пар;25321-18;2638.52;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.217335991;2.399228501;2.68192916;17.32309625;;16.88;17.32309625;1.063;0.882;;43.84860516;;;
Zapadno-Zimnee;3PO;пар;25322-18;2638.74;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.176438532;2.373590362;2.67956307;18.77636483;;17.98;18.77636483;3.677;3.284;;;;57.6;
Zapadno-Zimnee;3PO;пар;25323-18;2638.79;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.173132398;2.369221032;2.672161431;18.67510801;;18;18.67510801;4.444;4.044;;;;;
Zapadno-Zimnee;3PO;пар;25324-18;2639.03;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.206993141;2.392585072;2.68084355;17.67542194;;16.96;17.67542194;1.776;1.513;;;;59;
Zapadno-Zimnee;3PO;пар;25325-18;2639.11;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.172715147;2.368474545;2.670618675;18.64375221;;18.12;18.64375221;3.558;3.186;;;;;
Zapadno-Zimnee;3PO;пар;25326-18;2639.11;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.173904773;2.369183063;2.670576851;18.59793243;;18.06;18.59793243;3.505;3.158;;35.71357657;;;
Zapadno-Zimnee;3PO;пар;25327-18;2639.33;AC12;Песчаник нефтенасыщенный, мелко-тонкозернистый, алевритовый, с зернами сидерита.;;;;;;;2.198820954;2.388420175;2.683356477;18.05706873;;17.1;18.05706873;1.83;1.561;;;;61;
Zapadno-Zimnee;3PO;пар;25328-18;2639.42;AC12;Песчаник нефтенасыщенный, мелко-тонкозернистый, алевритовый, с зернами сидерита.;;;;;;;2.227111457;2.408137275;2.691066177;17.2405541;;16.91;17.2405541;0.922;0.763;;46.32757939;;;
Zapadno-Zimnee;3PO;пар;25329-18;2639.42;AC12;Песчаник нефтенасыщенный, мелко-тонкозернистый, алевритовый, с зернами сидерита.;;;;;;;2.227610167;2.409042227;2.692927713;17.27924383;;16.76;17.27924383;0.965;0.792;;;;;
Zapadno-Zimnee;3PO;пар;25330-18;2639.64;AC12;Песчаник нефтенасыщенный, мелко-тонкозернистый, алевритовый, с зернами сидерита.;;;;;;;2.230780987;2.408448911;2.685124279;16.92075467;;16.26;16.92075467;1.054;0.863;;;;61.7;
Zapadno-Zimnee;3PO;пар;25331-18;2639.76;AC12;Песчаник тонко-мелкозернистый, алевритовый, с многочисленными углистыми растительными остатками и зернами сидерита.;;;;;;;2.266897727;2.384781095;2.553588824;11.22698743;;10.88;11.22698743;0.077;0.048;;;;;
Zapadno-Zimnee;3PO;пар;25332-18;2640.08;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.213898885;2.399319432;2.688698906;17.65909974;;16.94;17.65909974;1.362;1.139;;;;58.9;
Zapadno-Zimnee;3PO;пар;25333-18;2640.22;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.205992832;2.392079144;2.68116191;17.72250589;;17.5;17.72250589;1.791;1.552;;44.13909572;;;
Zapadno-Zimnee;3PO;пар;25334-18;2640.22;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.209031531;2.395312266;2.685459504;17.74102243;;17.28;17.74102243;1.64;1.399;;;;;
Zapadno-Zimnee;3PO;пар;25335-18;2640.33;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.195316642;2.384889917;2.67899916;18.05459761;;17.45;18.05459761;2.828;2.494;;;;57.2;
